	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
28	A8B4Z2	Kinesin motor domain-containing protein (A8B4Z2_GIAIC)	GL50803_6262		120.95272820729825	67.57	4.29	18.401598511369276					Single Protein		A8B4Z2	4	11	10	3	10	3	4	12	100.0	Confident
30	A8BEC3	Dephospho-CoA kinase (A8BEC3_GIAIC)	GL50803_16483		31.992917424096724	67.94	5.23	34.43727721413393					Single Protein		A8BEC3	1	2	2	1	2	1	1	3	100.0	Doubtful
31	A8B4D0	Kinase, NEK (A8B4D0_GIAIC)	GL50803_94927		115.03971515501016	80.47	1.13	16.823794451570908					Single Protein		A8B4D0	1	7	7	1	7	1	2	10	100.0	Doubtful
34	A8B4I3	CoA_binding domain-containing protein (A8B4I3_GIAIC)	GL50803_16667		99.40873037038281	56.46	1.33	11.849905782953387					Single Protein		A8B4I3	1	12	8	1	8	1	1	12	88.46153846153845	Doubtful
35	A8BVL0	Protein kinase domain-containing protein (A8BVL0_GIAIC)	GL50803_92498		102.22501038636058	77.95	2.0	13.668907116181144					Single Protein		A8BVL0	2	32	31	1	32	2	2	38	100.0	Confident
36	A0A644EZ44	Uncharacterized protein (A0A644EZ44_GIAIC)	GL50803_0013651		76.32174804166033	83.41	1.48	13.328803977034458					Related Proteins	A8BKT1	A0A644EZ44, A8BKT1	1	10	10	1	10	1	1	15	100.0	Doubtful
37	A8B4L6	Kinase, NEK (A8B4L6_GIAIC)	GL50803_17578		112.60929247099952	67.28	1.46	10.165220382485316					Single Protein		A8B4L6	1	5	5	1	5	1	1	5	100.0	Doubtful
38	A8BEM5	Dynein heavy chain (A8BEM5_GIAIC)	GL50803_40496		553.0755313551083	70.33	0.41	2.9377203751611463					Single Protein		A8BEM5	2	44	44	2	44	2	2	53	100.0	Confident
40	A8BW27	ANK_REP_REGION domain-containing protein (A8BW27_GIAIC)	GL50803_13982		61.3311870993018	46.38	1.81	23.115432650583045					Single Protein		A8BW27	1	4	4	1	4	1	1	4	100.0	Doubtful
41	A8BW25	Uncharacterized protein (A8BW25_GIAIC)	GL50803_17627		143.74035056949074	61.33	1.61	12.204145975114965					Single Protein		A8BW25	2	7	7	2	7	2	2	7	100.0	Confident
42	A8BFS1	Short chain dehydrogenase (A8BFS1_GIAIC)	GL50803_8468		32.66785472776563	53.42	3.77	32.95755045883911					Single Protein		A8BFS1	1	3	3	1	3	1	1	3	88.23529411764706	Doubtful
43	A8BWU7	Uncharacterized protein (A8BWU7_GIAIC)	GL50803_24279		89.4762846453856	76.67	1.13	12.334989645413467					Single Protein		A8BWU7	1	5	4	1	5	1	1	5	100.0	Doubtful
48	A8B666	Uncharacterized protein (A8B666_GIAIC)	GL50803_14704		110.06845188476547	41.51	1.81	15.480977830206996					Single Protein		A8B666	1	5	5	1	5	1	1	5	100.0	Doubtful
50	A8BFX3	Kinase, NEK (A8BFX3_GIAIC)	GL50803_16824		90.51811200436039	77.76	11.54	56.97889786149485	Oxidation of M(M270, M271, M615, M651)	Oxidation of M(4)			Single Protein		A8BFX3	9	18	15	7	16	7	11	25	100.0	Confident
51	A8B676	Uncharacterized protein (A8B676_GIAIC)	GL50803_13323		92.21722763918523	67.22	1.55	12.706525478106645					Single Protein		A8B676	1	7	7	1	7	1	1	7	100.0	Doubtful
52	A8B5V6	CFAP91 domain-containing protein (A8B5V6_GIAIC)	GL50803_89828		83.8545088420098	78.88	1.6	12.706525478106645	Oxidation of M(M395)	Oxidation of M(1)			Single Protein		A8B5V6	1	8	8	1	8	1	1	9	100.0	Doubtful
53	A8B686	Uncharacterized protein (A8B686_GIAIC)	GL50803_16353		83.60054652354407	57.62	5.7	33.79011950924724					Single Protein		A8B686	3	7	7	3	7	3	4	10	100.0	Confident
54	A0A644FAR5	Enkurin domain-containing protein (A0A644FAR5_GIAIC)	GL50803_0016996		39.56522426421937	80.17	6.98	73.49418917650533					Related Proteins	A8BBN8	A0A644FAR5, A8BBN8	2	7	7	2	7	2	3	8	100.0	Confident
55	A8BBD4	Nucleotide-binding protein 1 (A8BBD4_GIAIC)	GL50803_15324		40.00776188002544	58.33	4.03	76.01020646362893					Related Proteins	A0A644F0Z2	A0A644F0Z2, A8BBD4	2	6	6	2	6	2	4	8	100.0	Doubtful
58	A8BXD1	Protein MAK16 homolog (A8BXD1_GIAIC)	GL50803_5661		27.892522924590555	89.83	3.81	35.75056320958819					Single Protein		A8BXD1	1	14	14	1	14	1	1	22	100.0	Doubtful
61	A0A644EYZ9	Outer-arm dynein gamma (Fragment) (A0A644EYZ9_GIAIC)	GL50803_0016804B		302.06515248318806	68.2	0.67	5.36031316230166					Unrelated Proteins	A8BL65	A0A644EYZ9, A8BL65	2	17	16	2	17	2	2	19	100.0	Confident
62	A8BFD8	Uncharacterized protein (A8BFD8_GIAIC)	GL50803_15406		114.63964468396773	75.44	1.07	9.111374640888567					Single Protein		A8BFD8	1	12	12	1	12	1	1	13	82.35294117647058	Doubtful
63	A8BFD3	Ornithine decarboxylase (A8BFD3_GIAIC)	GL50803_94582		49.52596811278109	68.08	4.69	31.095084462393654					Single Protein		A8BFD3	2	7	7	2	7	2	2	7	100.0	Doubtful
66	A0A644F6P9	IFT complex B (A0A644F6P9_GIAIC)	GL50803_00d40995		44.510104699245275	47.73	2.15	18.91733837996146	Oxidation of M(M212)	Oxidation of M(1)			Related Proteins	A0A644F860, A8BRE5	A0A644F6P9, A0A644F860, A8BRE5	1	2	0	0	2	1	1	2	100.0	Doubtful
70	A8BFH7	UN_NPL4 domain-containing protein (A8BFH7_GIAIC)	GL50803_94658		59.132854063398334	78.37	3.23	18.144371865511424					Single Protein		A8BFH7	1	9	9	1	9	1	1	10	100.0	Doubtful
72	A8B5J7	IPPc domain-containing protein (A8B5J7_GIAIC)	GL50803_9077		124.01098432097068	58.08	0.81	11.325010627466861	Oxidation of M(M94)	Oxidation of M(1)			Single Protein		A8B5J7	1	14	14	1	14	1	1	19	100.0	Doubtful
73	A8BWM5	6-phosphogluconolactonase/Glucose-6-phosphate 1-dehydrogenase (A8BWM5_GIAIC)	GL50803_8682		83.02269059153738	72.78	4.18	28.259421615296127					Single Protein		A8BWM5	4	11	11	4	11	4	4	12	100.0	Confident
74	A8B5K6	ANK_REP_REGION domain-containing protein (A8B5K6_GIAIC)	GL50803_14859		102.64555916182267	71.89	5.95	37.062340981102786					Single Protein		A8B5K6	5	16	16	5	16	5	9	24	100.0	Confident
75	A8BX05	HZGJ (A8BX05_GIAIC)	GL50803_3531		41.11252759516956	64.1	4.79	36.89708272942921	Oxidation of M(M40)	Oxidation of M(1)			Single Protein		A8BX05	2	2	2	2	2	2	2	2	100.0	Confident
76	A8B4S7	DUF384 domain-containing protein (A8B4S7_GIAIC)	GL50803_40283		29.40514769981912	46.69	5.51	48.48926964059087					Related Proteins	A0A644F581, A8BSV8	A0A644F581, A8B4S7, A8BSV8	1	1	1	1	1	1	1	1	100.0	Doubtful
77	A8BWP7	Alanine--tRNA ligase (A8BWP7_GIAIC)	GL50803_96460		108.37042415713395	63.98	4.95	30.418851407950985	Oxidation of M(M557)	Oxidation of M(1)			Single Protein		A8BWP7	5	12	12	5	12	5	6	13	100.0	Confident
79	A8B5M1	Oxidored_FMN domain-containing protein (A8B5M1_GIAIC)	GL50803_9719		46.973788210416345	70.63	12.59	46.134803791900765					Single Protein		A8B5M1	4	7	7	4	7	4	4	8	100.0	Confident
80	A8BX22	Stress-induced-phosphoprotein 1 (A8BX22_GIAIC)	GL50803_27310		65.31999162773867	91.65	1.36	14.373309910498827					Single Protein		A8BX22	1	5	5	1	5	1	2	6	100.0	Doubtful
82	A8B614	Protein kinase domain-containing protein (A8B614_GIAIC)	GL50803_137719		52.224058631308175	69.1	7.94	49.05309835734192	Oxidation of M(M58)	Oxidation of M(1)			Single Protein		A8B614	3	4	3	2	3	2	4	8	100.0	Confident
83	A8BFQ9	Uncharacterized protein (A8BFQ9_GIAIC)	GL50803_17499		33.51794962184624	75.93	4.41	28.600450567670546					Single Protein		A8BFQ9	1	4	4	1	4	1	2	4	100.0	Doubtful
89	A8B6T4	AA_TRNA_LIGASE_II domain-containing protein (A8B6T4_GIAIC)	GL50803_22808		105.21659439160719	67.43	0.83	10.301749593971687					Single Protein		A8B6T4	1	11	11	1	11	1	1	14	86.27450980392157	Doubtful
91	A8BH97	Uncharacterized protein (A8BH97_GIAIC)	GL50803_2107		35.64459639184023	70.43	8.23	38.584449317665296					Single Protein		A8BH97	2	7	7	2	7	2	3	8	100.0	Doubtful
92	A8BGX6	Aldo_ket_red domain-containing protein (A8BGX6_GIAIC)	GL50803_7260		35.442910385813946	77.0	11.5	49.418776406864175	Oxidation of M(M127, M140)	Oxidation of M(2)			Single Protein		A8BGX6	3	8	8	3	8	3	3	8	100.0	Confident
93	A8BED3	Serine/threonine-protein phosphatase (A8BED3_GIAIC)	GL50803_5010		39.75023064943104	83.72	9.3	65.7733480124789					Unrelated Proteins	A0A644FAU7	A0A644FAU7, A8BED3	4	8	8	4	8	4	5	9	100.0	Confident
94	A8BXY7	Thioredoxin domain-containing protein (A8BXY7_GIAIC)	GL50803_9045		37.62376820198428	49.38	4.63	28.99358390880691					Single Protein		A8BXY7	1	7	7	1	7	1	1	7	82.35294117647058	Doubtful
97	A8B780	Nup54 domain-containing protein (A8B780_GIAIC)	GL50803_7240		36.175643621265664	58.18	4.24	39.060800543809314					Single Protein		A8B780	1	10	10	1	10	1	1	11	100.0	Doubtful
98	A8BGZ9	Uncharacterized protein (A8BGZ9_GIAIC)	GL50803_11380		52.08682753828292	53.96	3.65	40.824836697400706					Single Protein		A8BGZ9	2	3	3	2	3	2	2	3	100.0	Doubtful
99	A8B798	Lactamase_B domain-containing protein (A8B798_GIAIC)	GL50803_15305		24.781295244816786	62.05	13.39	82.7169893868903					Single Protein		A8B798	3	3	3	3	3	3	3	3	100.0	Confident
101	A8B6Y8	Uncharacterized protein (A8B6Y8_GIAIC)	GL50803_15296		36.903255677288435	52.15	4.91	37.66577195295898					Single Protein		A8B6Y8	1	2	2	1	2	1	1	2	100.0	Doubtful
106	A8BHB1	AAA domain-containing protein (A8BHB1_GIAIC)	GL50803_94322		123.37025114400194	77.64	2.24	13.114714379475872					Single Protein		A8BHB1	2	16	16	2	16	2	2	22	100.0	Confident
107	A8BHC4	Uncharacterized protein (A8BHC4_GIAIC)	GL50803_16067		35.18831122770403	73.83	15.26	61.24515764708777					Single Protein		A8BHC4	4	5	5	4	5	4	5	5	100.0	Confident
108	A8B7A7	Vacuolar protein sorting 2 (A8B7A7_GIAIC)	GL50803_29327		22.82760535000595	86.0	15.5	87.88680122357094	Oxidation of M(M128)	Oxidation of M(1)			Single Protein		A8B7A7	4	10	10	4	10	4	4	10	100.0	Confident
109	A8B7C0	Uncharacterized protein (A8B7C0_GIAIC)	GL50803_2014		41.58637632248569	29.71	5.31	92.37736770944684					Single Protein		A8B7C0	2	3	3	2	3	2	2	3	99.11816578483246	Confident
110	A8B7C8	Spindle pole protein, putative (A8B7C8_GIAIC)	GL50803_16729		40.5060170268653	84.14	4.25	52.73208073414257					Single Protein		A8B7C8	1	12	12	1	12	1	2	13	100.0	Doubtful
111	A0A644F2F6	Ankyrin repeat protein 1 (A0A644F2F6_GIAIC)	GL50803_0013766		89.83192881819066	86.45	6.47	11.224367972358996					Unrelated Proteins	A8BLN1	A0A644F2F6, A8BLN1	4	13	0	0	13	4	4	16	100.0	Confident
113	A8BGI6	V-type proton ATPase subunit (A8BGI6_GIAIC)	GL50803_13000		39.48001285338401	47.29	6.27	72.42174178079668					Single Protein		A8BGI6	2	4	4	2	4	2	3	5	100.0	Confident
116	A8BGL6	Kinase, SCY1 (A8BGL6_GIAIC)	GL50803_8805		103.25744101999675	47.86	5.98	41.413547598195166	Oxidation of M(M383, M620)	Oxidation of M(2)			Single Protein		A8BGL6	6	21	21	6	21	6	8	22	100.0	Confident
118	A8B6L5	Uncharacterized protein (A8B6L5_GIAIC)	GL50803_8049		55.236555214818395	46.39	2.21	29.39767567060213					Single Protein		A8B6L5	1	3	3	1	3	1	1	3	100.0	Doubtful
119	A8B6L2	Uncharacterized protein (A8B6L2_GIAIC)	GL50803_8048		45.9225178675224	21.17	4.62	76.01020646362893					Single Protein		A8B6L2	1	1	1	1	1	1	1	1	100.0	Doubtful
120	A8BGM3	Uncharacterized protein (A8BGM3_GIAIC)	GL50803_8799		35.91331317448176	88.18	3.83	30.569322164720333					Single Protein		A8BGM3	1	7	7	1	7	1	1	9	100.0	Doubtful
121	A8BXP9	Kinase, NEK (A8BXP9_GIAIC)	GL50803_8445		66.94059313326336	79.23	3.18	35.33137737630992					Single Protein		A8BXP9	2	7	7	2	7	2	3	10	100.0	Confident
122	A8B6M4	Uncharacterized protein (A8B6M4_GIAIC)	GL50803_14621		26.926359261705105	88.8	5.2	33.748531669851246					Single Protein		A8B6M4	1	1	1	1	1	1	1	1	100.0	Doubtful
123	A8BGN3	CBF domain-containing protein (A8BGN3_GIAIC)	GL50803_101594		119.09617500189694	73.18	1.23	8.881192544697695					Single Protein		A8BGN3	1	11	11	1	11	1	1	13	88.23529411764706	Doubtful
125	A8BY35	Uncharacterized protein (A8BY35_GIAIC)	GL50803_3538		30.0124712527165	38.03	3.87	54.084185368351356	Oxidation of M(M165)	Oxidation of M(1)			Single Protein		A8BY35	1	5	5	1	5	1	1	6	100.0	Doubtful
126	A8BXR5	Ankyrin repeat protein 2 (A8BXR5_GIAIC)	GL50803_8438		40.06888650118129	56.87	2.96	26.699787713489908					Single Protein		A8BXR5	1	4	4	1	4	1	1	5	100.0	Doubtful
128	A8BH18	Kinase, NEK (A8BH18_GIAIC)	GL50803_11390		85.13005630356861	43.11	7.98	61.03786634428224	Oxidation of M(M620, M740)	Oxidation of M(2)			Single Protein		A8BH18	6	11	11	6	11	6	10	18	100.0	Confident
130	A8B6P4	Kinase, NEK (A8B6P4_GIAIC)	GL50803_87677		133.1304772709322	74.92	1.66	11.696579830124046					Single Protein		A8B6P4	2	13	12	2	13	2	3	13	100.0	Confident
131	A8BY40	Ankyrin repeat protein 1 (A8BY40_GIAIC)	GL50803_16220		71.0765375637385	60.06	0.0	0.0					Single Protein		A8BY40	0	4	4	0	4	0	1	6	82.35294117647058	Doubtful
132	A0A644F1R1	Vesicle-fusing ATPase (A0A644F1R1_GIAIC)	GL50803_00112681		88.19799472771761	70.7	2.1	7.92016232224705	Oxidation of M(M481)	Oxidation of M(1)			Related Proteins	A0A644F2H1, A8BXH2, A8BZZ4	A0A644F1R1, A0A644F2H1, A8BXH2, A8BZZ4	3	8	0	0	8	3	3	10	100.0	Confident
133	A8B724	Uncharacterized protein (A8B724_GIAIC)	GL50803_90434		159.4717821340779	66.99	2.04	14.282619589426119					Single Protein		A8B724	3	15	15	3	15	3	4	15	100.0	Confident
134	A8BY54	Leucyl-tRNA synthetase (A8BY54_GIAIC)	GL50803_8621		132.2819000063919	67.18	13.98	30.952340416776938	Oxidation of M(M25, M524, M738)	Oxidation of M(3)			Single Protein		A8BY54	18	30	30	18	30	18	19	35	100.0	Confident
135	A8BH36	Kinesin motor domain-containing protein (A8BH36_GIAIC)	GL50803_16425		116.40341295474838	83.4	1.13	9.004410797719117					Single Protein		A8BH36	1	7	6	1	7	1	2	7	100.0	Doubtful
136	A8BGT4	Uncharacterized protein (A8BGT4_GIAIC)	GL50803_11497		102.48828065142222	48.56	1.92	21.5967566146659					Single Protein		A8BGT4	2	3	3	2	3	2	2	3	100.0	Confident
137	A8B731	Uncharacterized protein (A8B731_GIAIC)	GL50803_13467		35.02539170623844	90.0	9.35	55.44113625572935	Oxidation of M(M239)	Oxidation of M(1)			Single Protein		A8B731	3	9	9	3	9	3	4	11	100.0	Confident
138	A8BHW1	Protein kinase domain-containing protein (A8BHW1_GIAIC)	GL50803_16034		49.19909478852376	80.79	2.08	21.252223973457966					Single Protein		A8BHW1	1	4	4	1	4	1	1	4	100.0	Doubtful
140	A8BZ95	Protein kinase domain-containing protein (A8BZ95_GIAIC)	GL50803_8037		35.21535313611941	84.74	2.6	27.393288693061077					Single Protein		A8BZ95	1	2	1	0	1	0	2	6	100.0	Doubtful
142	A8BHY1	ANK_REP_REGION domain-containing protein (A8BHY1_GIAIC)	GL50803_93011		114.2742756519687	72.17	2.98	15.247830573727974					Single Protein		A8BHY1	2	8	8	2	8	2	2	9	100.0	Confident
144	A8B7X7	OTU domain-containing protein (A8B7X7_GIAIC)	GL50803_88556		36.482471004060876	70.12	6.71	91.707966494161	Oxidation of M(M159)	Oxidation of M(1)			Single Protein		A8B7X7	2	8	8	2	8	2	3	9	100.0	Confident
145	A8B7Z1	Protein kinase domain-containing protein (A8B7Z1_GIAIC)	GL50803_10893		35.7900447002848	66.36	3.74	29.194231548314228					Single Protein		A8B7Z1	1	2	2	1	2	1	1	2	100.0	Doubtful
146	A0A644F8A0	Ubiquitin-like domain-containing protein (A0A644F8A0_GIAIC)	GL50803_005069		64.8874679921136	48.49	1.51	20.04069576594492					Related Proteins	A8BY12	A0A644F8A0, A8BY12	1	2	2	1	2	1	1	2	100.0	Doubtful
149	A8BIB3	Kinase, NEK (A8BIB3_GIAIC)	GL50803_16460		134.04625908418905	71.24	0.91	8.183446088712717					Single Protein		A8BIB3	1	15	15	1	15	1	1	16	99.12587412587412	Doubtful
150	A8BZE2	ANK_REP_REGION domain-containing protein (A8BZE2_GIAIC)	GL50803_17046		74.53178273484143	60.0	1.91	15.740919622132111					Single Protein		A8BZE2	1	6	6	1	6	1	1	11	100.0	Doubtful
151	A8BZG4	Chromosome segregation protein (A8BZG4_GIAIC)	GL50803_14345		160.12438743366158	78.73	0.69	0.0					Single Protein		A8BZG4	1	10	10	1	10	1	1	15	82.35294117647058	Doubtful
152	A0A644F929	Ankyrin repeat protein 1 (A0A644F929_GIAIC)	GL50803_004767		31.073942941879952	81.53	5.23	49.43632568825866					Unrelated Proteins	A8B5T4	A0A644F929, A8B5T4	2	4	4	2	4	2	2	5	100.0	Confident
153	A8BIF2	Triosephosphate isomerase (A8BIF2_GIAIC)	GL50803_93938		27.885310727574822	54.86	13.23	68.44281865198447	Oxidation of M(M141)	Oxidation of M(1)			Single Protein		A8BIF2	3	3	3	3	3	3	3	3	100.0	Confident
154	A8BHF1	Uncharacterized protein (A8BHF1_GIAIC)	GL50803_94287		158.21578825526805	63.45	0.84	14.5844994251734					Single Protein		A8BHF1	1	10	10	1	10	1	2	22	99.11190053285968	Doubtful
156	A8BYL9	Deoxyribonuclease, TatD family (A8BYL9_GIAIC)	GL50803_95789		37.847256077854375	68.24	5.0	41.35849469344515					Single Protein		A8BYL9	2	2	2	2	2	2	2	2	100.0	Confident
159	A8B7M0	Alpha-3 giardin (A8B7M0_GIAIC)	GL50803_11683		33.29892900205321	90.54	9.12	102.1387149355014	Oxidation of M(M58)	Oxidation of M(1)			Single Protein		A8B7M0	4	9	9	4	9	4	6	12	100.0	Confident
163	A8BYQ3	HECT domain-containing protein (A8BYQ3_GIAIC)	GL50803_137754		107.78246054243635	58.32	1.16	11.219591645562248					Single Protein		A8BYQ3	1	6	6	1	6	1	1	6	100.0	Doubtful
166	A8BZ59	Uncharacterized protein (A8BZ59_GIAIC)	GL50803_114546		37.248475164484276	32.84	3.23	150.6630878118359					Single Protein		A8BZ59	1	1	1	1	1	1	2	2	100.0	Doubtful
167	A8BYT1	PCI domain-containing protein (A8BYT1_GIAIC)	GL50803_4331		46.42080539617901	57.6	3.19	53.854039898698794					Single Protein		A8BYT1	2	7	7	2	7	2	2	7	100.0	Doubtful
169	A8BYU8	Uncharacterized protein (A8BYU8_GIAIC)	GL50803_14475		126.80168251361438	55.29	1.05	9.033332888075817					Single Protein		A8BYU8	1	6	6	1	6	1	1	6	100.0	Doubtful
171	A8BHU2	Uncharacterized protein (A8BHU2_GIAIC)	GL50803_16902		109.22949385888762	60.46	2.31	16.32993467896028					Single Protein		A8BHU2	2	5	5	2	5	2	2	5	100.0	Confident
175	A8B843	Protein kinase domain-containing protein (A8B843_GIAIC)	GL50803_11178		37.9423347304175	47.16	17.91	71.88353294106997	Oxidation of M(M21, M51)	Oxidation of M(2)			Single Protein		A8B843	5	7	7	5	7	5	5	8	100.0	Confident
176	A8BYV1	Protein kinase domain-containing protein (A8BYV1_GIAIC)	GL50803_7537		46.454829684927326	89.78	3.49	70.30944097885677					Single Protein		A8BYV1	1	6	6	1	6	1	3	10	100.0	Doubtful
177	A8B852	Pyruvate-flavodoxin oxidoreductase (A8B852_GIAIC)	GL50803_17063		131.71844001829652	57.88	16.26	45.6923395289597	Oxidation of M(M100, M215, M682, M683, M787, M1192)	Oxidation of M(6)			Single Protein		A8B852	19	30	30	19	30	19	22	42	100.0	Confident
181	A8BAK9	Protein phosphatase 2A B' regulatory subunit Wdb1 (A8BAK9_GIAIC)	GL50803_16443		93.14911812410244	71.99	5.12	27.294037647071722					Single Protein		A8BAK9	4	14	14	4	14	4	4	15	100.0	Confident
182	A8BAM2	Ubiquitin-like domain-containing protein (A8BAM2_GIAIC)	GL50803_115337		36.46831051877801	54.1	12.46	138.24890080112286					Single Protein		A8BAM2	4	6	6	4	6	4	6	8	100.0	Confident
183	A8BAM0	TPR_REGION domain-containing protein (A8BAM0_GIAIC)	GL50803_7287		31.583913016963436	72.7	4.78	28.7956754862212					Single Protein		A8BAM0	1	2	2	1	2	1	1	2	100.0	Doubtful
184	A8BB03	Uncharacterized protein (A8BB03_GIAIC)	GL50803_10813		257.9820178260893	66.44	0.47	0.0	Oxidation of M(M1975)	Oxidation of M(1)			Single Protein		A8BB03	1	16	16	1	16	1	0	19	82.6923076923077	Doubtful
185	A8BRP6	Uncharacterized protein (A8BRP6_GIAIC)	GL50803_7188		115.54828929788977	50.41	3.63	20.166984374639487	Oxidation of M(M1084)	Oxidation of M(1)			Single Protein		A8BRP6	3	7	7	3	7	3	3	8	100.0	Confident
186	D3KGX6	Putative Diphthamide-ammonia ligase (D3KGX6_GIAIC)	GL50803_27364		47.381414268763784	64.35	2.31	27.572329795630104	Oxidation of M(M227)	Oxidation of M(1)			Single Protein		D3KGX6	1	3	3	1	3	1	1	4	100.0	Doubtful
188	A8BRQ2	Glutamate synthase (A8BRQ2_GIAIC)	GL50803_7195		98.25843861994511	71.32	4.51	21.808139261431997					Single Protein		A8BRQ2	4	15	15	4	15	4	4	18	100.0	Confident
189	D3KGW1	Uncharacterized protein (D3KGW1_GIAIC)	GL50803_33663		116.64555304861423	77.17	2.41	14.077529895655415					Single Protein		D3KGW1	2	7	7	2	7	2	2	7	100.0	Confident
