	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
11	A8B4T7	Ribosomal_L18e/L15P domain-containing protein (A8B4T7_GIAIC)	GL50803_11950		20.14880701015084	87.15	17.32	115.92879302903093					Single Protein		A8B4T7	3	7	7	3	7	3	3	8	100.0	Confident
12	A8B4T8	WD_REPEATS_REGION domain-containing protein (A8B4T8_GIAIC)	GL50803_11953		139.23951297918978	64.13	2.43	19.838674906497644	Oxidation of M(M1074)	Oxidation of M(1)			Single Protein		A8B4T8	3	9	9	3	9	3	4	10	100.0	Confident
13	A8BVW7	Dynein heavy chain (A8BVW7_GIAIC)	GL50803_103059		273.93503967077066	70.03	1.41	10.177172119762892					Single Protein		A8BVW7	3	13	13	3	13	3	3	16	100.0	Confident
14	A8BEW2	Uncharacterized protein (A8BEW2_GIAIC)	GL50803_9183		213.6111383603531	80.67	2.52	15.031694279026828					Single Protein		A8BEW2	4	33	33	4	33	4	7	39	100.0	Confident
15	A0A644F3Y1	Amylomaltase (A0A644F3Y1_GIAIC)	GL50803_008978		136.01290527135993	59.43	4.84	23.410093803120265					Related Proteins	A8B231	A0A644F3Y1, A8B231	5	15	15	5	15	5	5	23	100.0	Confident
16	A8BEY6	AAA domain-containing protein (A8BEY6_GIAIC)	GL50803_86683		56.383285462840284	68.24	2.16	26.50788241711288					Single Protein		A8BEY6	1	3	3	1	3	1	1	3	100.0	Doubtful
17	A8BEY0	Serine/Threonine-protein kinase pkwA, putative (A8BEY0_GIAIC)	GL50803_9173		40.609120138108906	60.0	3.2	45.09508283708048					Single Protein		A8BEY0	1	7	7	1	7	1	1	7	100.0	Doubtful
18	A8B4Z7	Kinesin motor domain-containing protein (A8B4Z7_GIAIC)	GL50803_102101		114.54416678648164	64.13	6.24	25.826777105006514	Oxidation of M(M413)	Oxidation of M(1)			Single Protein		A8B4Z7	6	14	4	1	14	6	7	15	100.0	Confident
19	A8BED3	Serine/threonine-protein phosphatase (A8BED3_GIAIC)	GL50803_5010		39.75023064943104	83.72	7.27	76.06764645233334					Single Protein		A8BED3	4	11	11	4	11	4	4	13	100.0	Confident
20	A8B4D0	Kinase, NEK (A8B4D0_GIAIC)	GL50803_94927		115.03971515501016	80.47	1.13	22.570021519655434					Single Protein		A8B4D0	1	9	9	1	9	1	2	11	100.0	Doubtful
21	A8BEI6	Tubulin beta chain (A8BEI6_GIAIC)	GL50803_101291		50.01706297730935	60.18	16.33	301.10780997034107	Oxidation of M(M73, M316, M330, M388)	Oxidation of M(4)			Single Protein		A8BEI6	11	22	22	11	22	11	26	47	100.0	Confident
22	A0A644FAT1	Delta giardin (A0A644FAT1_GIAIC)	GL50803_0086676		30.854595899193004	100.0	38.43	114.7875382168654	Oxidation of M(M238, M249)	Oxidation of M(2)			Related Proteins	A8BEZ6	A0A644FAT1, A8BEZ6	8	15	15	8	15	8	10	16	100.0	Confident
23	A8BVL0	Protein kinase domain-containing protein (A8BVL0_GIAIC)	GL50803_92498		102.22501038636058	77.95	1.11	13.75317836222017					Single Protein		A8BVL0	1	12	11	1	12	1	1	12	89.1891891891892	Doubtful
24	A0A644F1W3	Putative Reverse transcriptase/endonuclease (A0A644F1W3_GIAIC)	GL50803_0060942		118.4620499488826	55.77	0.9	22.66795552491429					Related Proteins	A0A644F2F4	A0A644F1W3, A0A644F2F4	1	9	0	0	9	1	3	15	89.1891891891892	Doubtful
25	A0A644EZ44	Uncharacterized protein (A0A644EZ44_GIAIC)	GL50803_0013651		76.32174804166033	83.41	1.48	17.881304568889735					Related Proteins	A8BKT1	A0A644EZ44, A8BKT1	1	5	5	1	5	1	1	5	89.1891891891892	Doubtful
26	A8BEM5	Dynein heavy chain (A8BEM5_GIAIC)	GL50803_40496		553.0755313551083	70.33	0.23	2.6274061727268343					Single Protein		A8BEM5	1	25	25	1	25	1	1	26	100.0	Doubtful
27	A8BEN7	ANK_REP_REGION domain-containing protein (A8BEN7_GIAIC)	GL50803_14100		44.548440762776245	57.07	5.46	50.38070827347419					Single Protein		A8BEN7	2	8	8	2	8	2	2	11	100.0	Confident
28	A8BW25	Uncharacterized protein (A8BW25_GIAIC)	GL50803_17627		143.74035056949074	61.33	0.84	10.915010407046482					Single Protein		A8BW25	1	6	6	1	6	1	2	6	100.0	Doubtful
29	A8BWU7	Uncharacterized protein (A8BWU7_GIAIC)	GL50803_24279		89.4762846453856	76.67	1.13	16.548049403665498					Single Protein		A8BWU7	1	1	1	1	1	1	1	1	100.0	Doubtful
30	A8BWV7	Translation initiation factor (A8BWV7_GIAIC)	GL50803_7652		42.2007262296642	41.25	3.66	43.3673018854682	Oxidation of M(M176)	Oxidation of M(1)			Single Protein		A8BWV7	1	8	8	1	8	1	1	9	89.1891891891892	Doubtful
31	A8BG76	Proteasome endopeptidase complex (A8BG76_GIAIC)	GL50803_7962		28.21736467478629	82.35	17.25	81.3774664792021	Oxidation of M(M164)	Oxidation of M(1)			Single Protein		A8BG76	3	7	7	3	7	3	3	7	100.0	Confident
32	A8BFW5	Uncharacterized protein (A8BFW5_GIAIC)	GL50803_16827		36.271814632233735	100.0	4.32	69.86954192658766					Single Protein		A8BFW5	1	9	9	1	9	1	2	10	100.0	Doubtful
33	A8BG80	LRRcap domain-containing protein (A8BG80_GIAIC)	GL50803_16891		29.083122998843905	66.67	6.51	74.46622231649475					Single Protein		A8BG80	2	4	4	2	4	2	2	4	100.0	Confident
34	A8B666	Uncharacterized protein (A8B666_GIAIC)	GL50803_14704		110.06845188476547	41.51	1.81	20.768561086435234					Single Protein		A8B666	1	4	4	1	4	1	1	4	100.0	Doubtful
35	A0A644F9H9	HATPase_c domain-containing protein (A0A644F9H9_GIAIC)	GL50803_0098054		80.72098849652629	83.66	3.84	32.373251095470415	Oxidation of M(M463, M608)	Oxidation of M(2)			Unrelated Proteins	A8BQS7	A0A644F9H9, A8BQS7	3	7	0	0	0	0	3	9	100.0	Confident
36	A8BFX3	Kinase, NEK (A8BFX3_GIAIC)	GL50803_16824		90.51811200436039	77.76	6.56	51.43213664756961	Oxidation of M(M615, M651, M748)	Oxidation of M(3)			Single Protein		A8BFX3	5	20	16	4	19	5	8	24	100.0	Confident
37	A8BG90	ATP-dependent RNA helicase HAS1, putative (A8BG90_GIAIC)	GL50803_16887		60.63717853920524	79.89	2.01	20.692624848459236					Single Protein		A8BG90	1	7	7	1	7	1	1	7	100.0	Doubtful
38	A8B686	Uncharacterized protein (A8B686_GIAIC)	GL50803_16353		83.60054652354407	57.62	1.32	41.84423583034086					Single Protein		A8B686	1	7	7	1	7	1	2	9	100.0	Doubtful
39	A0A644FAR5	Enkurin domain-containing protein (A0A644FAR5_GIAIC)	GL50803_0016996		39.56522426421937	80.17	7.26	78.87711353384809					Related Proteins	A8BBN8	A0A644FAR5, A8BBN8	2	6	6	2	6	2	3	7	100.0	Confident
40	A8B5Z8	DUF4206 domain-containing protein (A8B5Z8_GIAIC)	GL50803_17119		83.79162223789939	62.71	1.17	37.17197304468703					Single Protein		A8B5Z8	1	6	6	1	6	1	2	7	100.0	Doubtful
41	P00761	Trypsin (TRYP_PIG)			24.393805244132462	68.4	37.66	3018.1571662378306	Oxidation of M(M94, M168)	Oxidation of M(2)			Related Proteins	TRYP_PIG	P00761, TRYP_PIG	33	40	39	32	40	33	180	240	100.0	Confident
42	A8BXB8	ANK_REP_REGION domain-containing protein (A8BXB8_GIAIC)	GL50803_7414		40.59965136219539	78.65	7.3	61.183058335714605	Oxidation of M(M14)	Oxidation of M(1)			Single Protein		A8BXB8	2	6	6	2	6	2	3	7	100.0	Confident
43	A8BXC9	Methionine adenosyltransferase (A8BXC9_GIAIC)	GL50803_5659		48.81579565312534	80.05	2.06	28.43936128670151					Single Protein		A8BXC9	1	10	10	1	10	1	3	10	100.0	Doubtful
44	A8BXE6	ANK_REP_REGION domain-containing protein (A8BXE6_GIAIC)	GL50803_32778		64.16509915888274	91.33	7.82	59.353462912126766	Oxidation of M(M182, M192)	Oxidation of M(2)			Single Protein		A8BXE6	4	18	17	4	17	4	5	20	100.0	Confident
45	A0A644EYZ9	Outer-arm dynein gamma (Fragment) (A0A644EYZ9_GIAIC)	GL50803_0016804B		302.06515248318806	68.2	0.0	0.0					Unrelated Proteins	A8BL65	A0A644EYZ9, A8BL65	0	13	13	0	13	0	2	16	100.0	Doubtful
46	A8BFD3	Ornithine decarboxylase (A8BFD3_GIAIC)	GL50803_94582		49.52596811278109	68.08	2.9	27.810481061688456					Single Protein		A8BFD3	1	6	6	1	6	1	1	6	89.1891891891892	Doubtful
47	A8BFE9	Uncharacterized protein (A8BFE9_GIAIC)	GL50803_11354		30.078939608933098	50.89	4.27	56.59432896053601					Single Protein		A8BFE9	1	4	4	1	4	1	1	4	100.0	Doubtful
48	A8BFE3	40S ribosomal protein S4 (A8BFE3_GIAIC)	GL50803_11359		30.392180498053268	100.0	36.94	123.29938237413414	Oxidation of M(M136, M202)	Oxidation of M(2)			Single Protein		A8BFE3	14	23	23	14	23	14	18	33	100.0	Confident
49	A8BFF8	Glutamate dehydrogenase (A8BFF8_GIAIC)	GL50803_21942		49.702015491063094	88.2	24.5	107.44859606269968	Oxidation of M(M121, M385)	Oxidation of M(2)			Single Protein		A8BFF8	10	19	19	10	19	10	13	24	100.0	Confident
50	A8BFG8	J domain-containing protein (A8BFG8_GIAIC)	GL50803_17483		37.22904256065387	89.97	17.33	98.78514627120587	Oxidation of M(M76, M290)	Oxidation of M(2)			Single Protein		A8BFG8	4	11	11	4	11	4	7	14	100.0	Confident
51	A8BFG4	T-complex protein 1 subunit delta (A8BFG4_GIAIC)	GL50803_17482		56.28863649834358	78.53	10.25	71.81036253565955					Single Protein		A8BFG4	4	13	13	4	13	4	5	15	100.0	Confident
52	A8BFH7	UN_NPL4 domain-containing protein (A8BFH7_GIAIC)	GL50803_94658		59.132854063398334	78.37	3.23	24.341646864746668					Single Protein		A8BFH7	1	9	9	1	9	1	1	11	89.1891891891892	Doubtful
53	A8B5H4	Radial spoke protein 9 (A8B5H4_GIAIC)	GL50803_17278		33.64789034396156	39.06	3.7	60.528694075439574	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8B5H4	1	3	3	1	3	1	1	3	100.0	Doubtful
54	A0A644F4P9	Bip (A0A644F4P9_GIAIC)	GL50803_0017121		72.61778531307714	73.56	19.03	75.695105307319	Oxidation of M(M464)	Oxidation of M(1)			Related Proteins	A8B431	A0A644F4P9, A8B431	10	25	25	10	25	10	17	43	100.0	Confident
55	A8B5J7	IPPc domain-containing protein (A8B5J7_GIAIC)	GL50803_9077		124.01098432097068	58.08	0.81	15.193108445781478	Oxidation of M(M94)	Oxidation of M(1)			Single Protein		A8B5J7	1	4	4	1	4	1	2	4	94.5945945945946	Doubtful
56	A8BWM5	6-phosphogluconolactonase/Glucose-6-phosphate 1-dehydrogenase (A8BWM5_GIAIC)	GL50803_8682		83.02269059153738	72.78	1.48	27.29630014173763					Single Protein		A8BWM5	2	11	11	2	11	2	3	11	100.0	Doubtful
57	A8B5K6	ANK_REP_REGION domain-containing protein (A8B5K6_GIAIC)	GL50803_14859		102.64555916182267	71.89	6.27	48.014999161178274					Single Protein		A8B5K6	5	16	16	5	16	5	7	23	100.0	Confident
58	A8BX05	HZGJ (A8BX05_GIAIC)	GL50803_3531		41.11252759516956	64.1	2.39	32.999608723344615	Oxidation of M(M40)	Oxidation of M(1)			Single Protein		A8BX05	1	4	4	1	4	1	1	4	100.0	Doubtful
59	A8BWP7	Alanine--tRNA ligase (A8BWP7_GIAIC)	GL50803_96460		108.37042415713395	63.98	2.37	36.65435813506218					Single Protein		A8BWP7	2	6	6	2	6	2	5	7	100.0	Confident
60	A8BWP4	Uncharacterized protein (A8BWP4_GIAIC)	GL50803_8692		37.17319694655018	77.34	14.5	62.69261012748197	Oxidation of M(M186)	Oxidation of M(1)			Single Protein		A8BWP4	3	7	7	3	7	3	3	8	100.0	Confident
61	A8B5M1	Oxidored_FMN domain-containing protein (A8B5M1_GIAIC)	GL50803_9719		46.973788210416345	70.63	0.0	0.0					Single Protein		A8B5M1	0	5	5	0	5	0	3	5	94.5945945945946	Doubtful
62	A8BX22	Stress-induced-phosphoprotein 1 (A8BX22_GIAIC)	GL50803_27310		65.31999162773867	91.65	3.75	28.923847850359113					Single Protein		A8BX22	2	7	7	2	7	2	2	8	100.0	Confident
63	A8BFR0	Elongation factor 1-gamma (A8BFR0_GIAIC)	GL50803_12102		45.187643487827664	73.38	9.2	116.9514434943691					Single Protein		A8BFR0	3	12	12	3	12	3	5	20	100.0	Confident
64	A8B614	Protein kinase domain-containing protein (A8B614_GIAIC)	GL50803_137719		52.224058631308175	69.1	6.44	55.93625536797163	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8B614	3	5	4	2	5	3	3	6	100.0	Doubtful
65	A8BH61	Ribosomal_L19e domain-containing protein (A8BH61_GIAIC)	GL50803_16431		23.122787141833243	100.0	29.08	160.73559415662436	Oxidation of M(M145)	Oxidation of M(1)			Single Protein		A8BH61	6	18	18	6	18	6	7	21	100.0	Confident
66	A8B748	Serine/threonine-protein phosphatase (A8B748_GIAIC)	GL50803_15215		35.29856846079127	79.35	20.0	129.18270740991917	Oxidation of M(M234, M274)	Oxidation of M(2)			Single Protein		A8B748	6	9	8	6	8	6	9	11	100.0	Confident
67	A8BXV9	Ankyrin repeat protein 1 (A8BXV9_GIAIC)	GL50803_9030		36.611960080470006	71.82	43.94	159.4120649924295	Oxidation of M(M42, M47, M52, M73, M159, M226, M310, M324)	Oxidation of M(8)			Single Protein		A8BXV9	18	26	26	18	26	18	21	34	100.0	Confident
68	A8B747	Serine/threonine-protein phosphatase (A8B747_GIAIC)	GL50803_15214		35.45175123575016	76.95	24.68	136.499473909038	Oxidation of M(M62, M228)	Oxidation of M(2)			Single Protein		A8B747	11	15	14	11	14	11	14	17	100.0	Confident
69	A8BGV6	Phosphoglycerate kinase (A8BGV6_GIAIC)	GL50803_90872		43.5734465752939	68.46	18.34	67.80249679868616					Single Protein		A8BGV6	6	12	12	6	12	6	8	13	100.0	Confident
70	A8BGW7	PPM-type phosphatase domain-containing protein (A8BGW7_GIAIC)	GL50803_14404		42.20258820033745	74.55	8.31	78.39907042152176	Oxidation of M(M118)	Oxidation of M(1)			Single Protein		A8BGW7	3	9	9	3	9	3	6	11	100.0	Confident
71	A8BXX1	eIF2B_5 domain-containing protein (A8BXX1_GIAIC)	GL50803_91398		37.14560097413409	93.03	3.33	34.29959330941576					Single Protein		A8BXX1	1	6	6	1	6	1	1	6	100.0	Doubtful
72	A8BH97	Uncharacterized protein (A8BH97_GIAIC)	GL50803_2107		35.64459639184023	70.43	3.05	34.50873717105854					Single Protein		A8BH97	1	4	4	1	4	1	1	5	89.1891891891892	Doubtful
73	A8BGX6	Aldo_ket_red domain-containing protein (A8BGX6_GIAIC)	GL50803_7260		35.442910385813946	77.0	3.83	36.162510517914384	Oxidation of M(M140)	Oxidation of M(1)			Single Protein		A8BGX6	1	6	6	1	6	1	2	6	100.0	Doubtful
74	A8B787	MYG1 protein (A8B787_GIAIC)	GL50803_10858		40.83330385815179	74.52	11.63	96.67544651615107	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8B787	4	8	8	4	8	4	6	9	100.0	Confident
75	A8B6W4	Uncharacterized protein (A8B6W4_GIAIC)	GL50803_113133		95.3030591136757	62.96	21.15	133.69992323160656	Oxidation of M(M61, M67, M202, M284, M313)	Oxidation of M(5)			Single Protein		A8B6W4	20	35	35	20	35	20	40	68	100.0	Confident
76	A8B780	Nup54 domain-containing protein (A8B780_GIAIC)	GL50803_7240		36.175643621265664	58.18	3.33	52.40215644494075					Single Protein		A8B780	1	2	2	1	2	1	1	3	100.0	Doubtful
77	A8BGZ9	Uncharacterized protein (A8BGZ9_GIAIC)	GL50803_11380		52.08682753828292	53.96	3.65	36.512470297120004					Single Protein		A8BGZ9	1	4	4	1	4	1	2	4	100.0	Doubtful
78	A8B6X3	Putative Translation initiation factor eIF-4A (A8B6X3_GIAIC)	GL50803_10255		43.245708894900396	85.93	36.32	147.67653603503015	Oxidation of M(M1, M78, M164, M173, M186, M300)	Oxidation of M(6)			Single Protein		A8B6X3	12	20	20	12	20	12	19	31	100.0	Confident
79	A8B6Y7	Ribokinase (A8B6Y7_GIAIC)	GL50803_15297		36.60060871158592	73.26	7.56	56.97415667168055					Single Protein		A8B6Y7	2	8	8	2	8	2	4	9	100.0	Confident
80	A8B6Z3	WD-40 repeat protein family (A8B6Z3_GIAIC)	GL50803_10822		38.50608992843329	83.63	14.91	154.07244968891905	Oxidation of M(M69, M157)	Oxidation of M(2)			Single Protein		A8B6Z3	5	13	13	5	13	5	10	23	100.0	Confident
81	K2C1_HUMAN				65.84694613410919	65.16	59.41	843.6170676436207	Oxidation of M(M258, M261, M295, M468)	Oxidation of M(4)			Single Protein		K2C1_HUMAN	79	108	102	73	102	73	338	500	100.0	Confident
82	A8BHA7	Uncharacterized protein (A8BHA7_GIAIC)	GL50803_4259		30.412431864217506	40.99	35.69	764.0119771308295	Oxidation of M(M210)	Oxidation of M(1)			Single Protein		A8BHA7	20	28	28	20	28	20	34	57	100.0	Confident
83	A8BHB1	AAA domain-containing protein (A8BHB1_GIAIC)	GL50803_94322		123.37025114400194	77.64	0.72	11.729394603219898					Single Protein		A8BHB1	1	9	9	1	9	1	3	9	100.0	Doubtful
84	A8BHC4	Uncharacterized protein (A8BHC4_GIAIC)	GL50803_16067		35.18831122770403	73.83	15.26	82.16365993109176					Single Protein		A8BHC4	4	10	10	4	10	4	4	10	100.0	Confident
85	A8B7A7	Vacuolar protein sorting 2 (A8B7A7_GIAIC)	GL50803_29327		22.82760535000595	86.0	5.5	56.59432896053601					Single Protein		A8B7A7	1	7	7	1	7	1	2	7	100.0	Doubtful
86	A0A644F2F6	Ankyrin repeat protein 1 (A0A644F2F6_GIAIC)	GL50803_0013766		89.83192881819066	86.45	2.93	21.6836509427341					Unrelated Proteins	A8BLN1	A0A644F2F6, A8BLN1	2	12	12	2	12	2	3	12	100.0	Confident
87	A8BGE6	Uncharacterized protein (A8BGE6_GIAIC)	GL50803_16604		376.15243589204835	65.15	0.36	0.0					Single Protein		A8BGE6	1	18	18	1	18	1	0	23	94.5945945945946	Doubtful
88	A8BGG4	Leucine-rich repeat protein 1 virus receptor protein (A8BGG4_GIAIC)	GL50803_5795		85.39477646269665	60.48	14.02	128.38009045150358	Oxidation of M(M561, M694)	Oxidation of M(2)			Single Protein		A8BGG4	16	30	30	16	30	16	27	45	100.0	Confident
89	A8BGI6	V-type proton ATPase subunit (A8BGI6_GIAIC)	GL50803_13000		39.48001285338401	47.29	6.27	97.157646284182					Single Protein		A8BGI6	2	4	4	2	4	2	3	7	100.0	Confident
90	A0A644F8Z4	ANK_REP_REGION domain-containing protein (A0A644F8Z4_GIAIC)	GL50803_0093294		358.61537198998394	79.18	6.36	1.036427305891047					Related Proteins	A8B5L6	A0A644F8Z4, A8B5L6	2	8	8	2	8	2	4	9	100.0	Confident
91	A8B6K6	Uncharacterized protein (A8B6K6_GIAIC)	GL50803_26679		11.010906441574978	100.0	17.89	0.0	Oxidation of M(M14)	Oxidation of M(1)			Single Protein		A8B6K6	1	4	4	1	4	1	0	8	94.5945945945946	Doubtful
92	A8BGL6	Kinase, SCY1 (A8BGL6_GIAIC)	GL50803_8805		103.25744101999675	47.86	5.88	68.11408421761683	Oxidation of M(M1, M383, M389, M405, M620)	Oxidation of M(5)			Single Protein		A8BGL6	5	15	15	5	15	5	9	19	100.0	Confident
93	A8B6L8	40S ribosomal protein S6 (A8B6L8_GIAIC)	GL50803_14620		28.01017315724481	100.0	41.53	238.84168162670815	Oxidation of M(M23, M69)	Oxidation of M(2)			Single Protein		A8B6L8	18	30	30	18	30	18	28	44	100.0	Confident
94	A8B6L5	Uncharacterized protein (A8B6L5_GIAIC)	GL50803_8049		55.236555214818395	46.39	2.21	39.438556766924044					Single Protein		A8B6L5	1	4	4	1	4	1	1	4	100.0	Doubtful
95	A8BGM3	Uncharacterized protein (A8BGM3_GIAIC)	GL50803_8799		35.91331317448176	88.18	3.83	41.01038330473624					Single Protein		A8BGM3	1	5	5	1	5	1	2	5	100.0	Doubtful
96	A8BXP9	Kinase, NEK (A8BXP9_GIAIC)	GL50803_8445		66.94059313326336	79.23	3.18	47.39893547783584					Single Protein		A8BXP9	2	8	8	2	8	2	3	13	100.0	Confident
97	A8BGN5	Kinase, NEK (A8BGN5_GIAIC)	GL50803_15953		124.72159076653796	78.78	1.07	10.925546131377608	Oxidation of M(M1068)	Oxidation of M(1)			Single Protein		A8BGN5	1	9	9	1	9	1	1	9	100.0	Doubtful
98	A8BH24	Kinase, NEK (A8BH24_GIAIC)	GL50803_15411		77.9558369084634	58.36	14.73	214.0827892537832	Oxidation of M(M76, M168, M256, M514, M601)	Oxidation of M(5)			Single Protein		A8BH24	15	30	30	15	30	15	25	47	100.0	Confident
99	A8BY35	Uncharacterized protein (A8BY35_GIAIC)	GL50803_3538		30.0124712527165	38.03	12.32	108.83524800103078	Oxidation of M(M165)	Oxidation of M(1)			Single Protein		A8BY35	2	5	5	2	5	2	2	5	100.0	Doubtful
100	A8BH19	Protein kinase domain-containing protein (A8BH19_GIAIC)	GL50803_15409		56.972904879879444	55.15	11.65	117.67591054092037	Oxidation of M(M327, M376, M460)	Oxidation of M(3)			Single Protein		A8BH19	5	12	12	5	12	5	7	24	100.0	Confident
101	A8BH18	Kinase, NEK (A8BH18_GIAIC)	GL50803_11390		85.13005630356861	43.11	9.78	83.11952727153552	Oxidation of M(M349, M620, M740)	Oxidation of M(3)			Single Protein		A8BH18	7	16	16	7	16	7	10	21	100.0	Confident
102	A8BH31	CCT-beta (A8BH31_GIAIC)	GL50803_11397		56.568445028452786	95.81	3.81	32.33961654887772	Oxidation of M(M432)	Oxidation of M(1)			Single Protein		A8BH31	2	10	10	2	10	2	3	15	100.0	Doubtful
103	A8B6P4	Kinase, NEK (A8B6P4_GIAIC)	GL50803_87677		133.1304772709322	74.92	0.75	10.461058957585214					Single Protein		A8B6P4	1	8	7	1	8	1	2	8	100.0	Doubtful
104	A0A644F1R1	Vesicle-fusing ATPase (A0A644F1R1_GIAIC)	GL50803_00112681		88.19799472771761	70.7	3.09	7.968991533101589	Oxidation of M(M481, M800)	Oxidation of M(2)			Related Proteins	A0A644F2H1, A8BXH2, A8BZZ4	A0A644F1R1, A0A644F2H1, A8BXH2, A8BZZ4	3	5	0	0	5	3	3	5	100.0	Confident
105	A8B724	Uncharacterized protein (A8B724_GIAIC)	GL50803_90434		159.4717821340779	66.99	2.04	19.160899309507418					Single Protein		A8B724	3	9	9	3	9	3	4	9	100.0	Confident
106	A8BY54	Leucyl-tRNA synthetase (A8BY54_GIAIC)	GL50803_8621		132.2819000063919	67.18	11.34	49.91465126871511	Oxidation of M(M25, M738)	Oxidation of M(2)			Single Protein		A8BY54	14	23	23	14	23	14	18	27	100.0	Confident
107	A8BH36	Kinesin motor domain-containing protein (A8BH36_GIAIC)	GL50803_16425		116.40341295474838	83.4	0.0	0.0					Single Protein		A8BH36	0	9	9	0	9	0	3	9	100.0	Doubtful
108	A8BGT4	Uncharacterized protein (A8BGT4_GIAIC)	GL50803_11497		102.48828065142222	48.56	1.92	28.973205952492837					Single Protein		A8BGT4	2	6	6	2	6	2	3	6	100.0	Confident
109	A8B731	Uncharacterized protein (A8B731_GIAIC)	GL50803_13467		35.02539170623844	90.0	9.35	74.37725430894815	Oxidation of M(M239)	Oxidation of M(1)			Single Protein		A8B731	3	8	8	3	8	3	3	9	100.0	Confident
110	A0A644F9E9	DUF862 domain-containing protein (A0A644F9E9_GIAIC)	GL50803_0024425		49.818009465980474	61.54	9.89	58.45423648506067	Oxidation of M(M135, M139)	Oxidation of M(2)			Related Proteins	A8BBP5	A0A644F9E9, A8BBP5	3	5	5	3	5	3	3	5	100.0	Confident
111	A8BYY5	Ser/Thr phosphatase 2A regulatory subunit A (A8BYY5_GIAIC)	GL50803_7439		71.7238690912073	78.53	1.69	18.404659824564554					Single Protein		A8BYY5	1	11	11	1	11	1	2	14	100.0	Doubtful
112	A8BYZ0	UVR domain-containing protein (A8BYZ0_GIAIC)	GL50803_7444		41.115943770670945	100.0	4.09	30.84159616377984					Single Protein		A8BYZ0	1	3	3	1	3	1	1	3	100.0	Doubtful
113	A8B7X7	OTU domain-containing protein (A8B7X7_GIAIC)	GL50803_88556		36.482471004060876	70.12	6.71	73.81868994852522	Oxidation of M(M159)	Oxidation of M(1)			Single Protein		A8B7X7	2	6	6	2	6	2	2	7	100.0	Confident
