	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
13	A8BER9	Median body protein (A8BER9_GIAIC)	GL50803_16343		100.52178417644636	96.85	13.89	25.678376115376576					Single Protein		A8BER9	11	42	42	11	42	11	15	43	100.0	Confident
14	A8BET4	Phospholipase B-like (A8BET4_GIAIC)	GL50803_115159		72.15776483752492	66.77	10.4	44.805651065025124					Single Protein		A8BET4	5	9	9	5	9	5	6	11	100.0	Confident
15	A8B4R5	Uncharacterized protein (A8B4R5_GIAIC)	GL50803_9865		126.59436175665745	51.63	4.49	18.469112160450713					Single Protein		A8B4R5	4	17	17	4	17	4	4	20	100.0	Confident
17	A8B4R2	Kinase, NEK (A8B4R2_GIAIC)	GL50803_9870		94.21537932889673	74.8	2.67	21.164711265048403					Single Protein		A8B4R2	2	7	6	1	6	1	3	10	100.0	Confident
18	A8BVU1	PAP-associated domain-containing protein (A8BVU1_GIAIC)	GL50803_16863		75.99994079528095	83.16	14.03	33.511835704344186	Oxidation of M(M332)	Oxidation of M(1)			Single Protein		A8BVU1	8	13	13	8	13	8	8	13	100.0	Confident
20	A8BEU7	SH2_2 domain-containing protein (A8BEU7_GIAIC)	GL50803_16317		346.866404490895	76.51	0.69	4.450634910847374					Single Protein		A8BEU7	2	22	22	2	22	2	2	24	100.0	Confident
21	A8B549	Uncharacterized protein (A8B549_GIAIC)	GL50803_91324		334.82104987109204	65.38	0.81	4.57736990830869					Single Protein		A8B549	2	16	16	2	16	2	2	18	100.0	Confident
22	A8B4T7	Ribosomal_L18e/L15P domain-containing protein (A8B4T7_GIAIC)	GL50803_11950		20.14880701015084	100.0	7.26	40.71046309512534					Single Protein		A8B4T7	1	5	5	1	5	1	1	6	100.0	Doubtful
23	A8B4T8	WD_REPEATS_REGION domain-containing protein (A8B4T8_GIAIC)	GL50803_11953		139.23951297918978	71.26	5.4	28.513726224240102	Oxidation of M(M708)	Oxidation of M(1)			Single Protein		A8B4T8	7	14	14	7	14	7	9	17	100.0	Confident
25	A8B4T1	Deoxyhypusine synthase, putative (A8B4T1_GIAIC)	GL50803_15535		43.82879635737404	68.64	3.34	21.061193335339407	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8B4T1	1	3	3	1	3	1	2	3	100.0	Doubtful
27	A8BEW0	Transducin (A8BEW0_GIAIC)	GL50803_9184		86.1793151810315	57.73	3.61	24.20256697895585	Oxidation of M(M1, M300)	Oxidation of M(2)			Single Protein		A8BEW0	3	6	6	3	6	3	3	6	100.0	Confident
28	A0A644F3Y1	Amylomaltase (A0A644F3Y1_GIAIC)	GL50803_008978		136.01290527135993	70.78	5.76	16.17171520866595					Related Proteins	A8B231	A0A644F3Y1, A8B231	6	16	16	6	16	6	6	19	100.0	Confident
29	A0A644F0Y1	Gamma-tubulin (A0A644F0Y1_GIAIC)	GL50803_00114218		51.83700804336826	72.67	3.18	19.589174446310313					Unrelated Proteins	A8BQF3	A0A644F0Y1, A8BQF3	1	4	4	1	4	1	1	4	100.0	Doubtful
30	A8B4U1	Uncharacterized protein (A8B4U1_GIAIC)	GL50803_114921		224.20689599910227	64.98	1.85	9.84540220226361					Single Protein		A8B4U1	4	11	11	4	11	4	4	11	100.0	Confident
31	A8BUC0	Vesicle-fusing ATPase (A8BUC0_GIAIC)	GL50803_16795		56.98207443707975	94.99	10.98	39.581671284193426	Oxidation of M(M432, M434)	Oxidation of M(2)			Unrelated Proteins	A0A644FA59	A0A644FA59, A8BUC0	6	16	13	5	16	6	8	18	100.0	Confident
32	A8BEY0	Serine/Threonine-protein kinase pkwA, putative (A8BEY0_GIAIC)	GL50803_9173		40.609120138108906	60.0	3.2	29.032561330786592					Single Protein		A8BEY0	1	4	4	1	4	1	1	4	100.0	Doubtful
34	A8B4W8	ANK_REP_REGION domain-containing protein (A8B4W8_GIAIC)	GL50803_3746		118.88001659321101	73.75	5.63	20.366331878331618					Single Protein		A8B4W8	5	23	23	5	23	5	8	26	100.0	Confident
35	A8B584	Ankyrin repeat protein 1 (A8B584_GIAIC)	GL50803_10374		77.62999548906134	75.0	2.0	13.201400170339557					Single Protein		A8B584	1	10	10	1	10	1	1	10	100.0	Doubtful
36	A8B4X8	Uncharacterized protein (A8B4X8_GIAIC)	GL50803_8745		157.22786935426757	67.4	1.91	12.26796783506302	Oxidation of M(M928, M1388)	Oxidation of M(2)			Single Protein		A8B4X8	3	15	15	3	15	3	3	17	100.0	Confident
37	A8B4Z7	Kinesin motor domain-containing protein (A8B4Z7_GIAIC)	GL50803_102101		114.54416678648164	68.52	11.11	24.07675620509768					Single Protein		A8B4Z7	10	25	8	3	8	3	12	25	100.0	Confident
38	A8B4Z2	Kinesin motor domain-containing protein (A8B4Z2_GIAIC)	GL50803_6262		120.95272820729825	77.91	4.57	15.893506857202695					Single Protein		A8B4Z2	4	12	11	3	11	3	4	12	100.0	Confident
40	A8B4B6	GPN-loop GTPase (A8B4B6_GIAIC)	GL50803_15164		42.103145213503	80.76	15.72	58.85216791987177					Single Protein		A8B4B6	6	9	9	6	9	6	9	13	100.0	Confident
41	A8B4B0	Uncharacterized protein (A8B4B0_GIAIC)	GL50803_102170		28.33951814318444	65.08	6.75	50.605367319634965					Single Protein		A8B4B0	2	2	2	2	2	2	2	2	100.0	Confident
42	A8B4D0	Kinase, NEK (A8B4D0_GIAIC)	GL50803_94927		115.03971515501016	84.69	1.13	14.530753527472452					Single Protein		A8B4D0	1	13	13	1	13	1	2	17	100.0	Doubtful
44	A8BEI4	Uncharacterized protein (A8BEI4_GIAIC)	GL50803_16768		354.39298320137186	62.2	0.47	3.1919285562976065	Oxidation of M(M1692)	Oxidation of M(1)			Single Protein		A8BEI4	1	16	16	1	16	1	1	16	74.07407407407408	Doubtful
45	A8B4I3	CoA_binding domain-containing protein (A8B4I3_GIAIC)	GL50803_16667		99.40873037038281	63.98	10.72	26.899193278160553					Single Protein		A8B4I3	8	20	16	5	16	5	10	20	100.0	Confident
46	A8BEM5	Dynein heavy chain (A8BEM5_GIAIC)	GL50803_40496		553.0755313551083	74.49	1.82	5.443147945283458	Oxidation of M(M2151)	Oxidation of M(1)			Single Protein		A8BEM5	8	54	52	8	52	8	10	57	100.0	Confident
47	A8B4M0	Ankyrin repeat protein 1 (A8B4M0_GIAIC)	GL50803_101699		117.50144208198759	60.08	0.85	8.33772642337235					Single Protein		A8B4M0	1	9	9	1	9	1	1	9	100.0	Doubtful
49	A8BW25	Uncharacterized protein (A8BW25_GIAIC)	GL50803_17627		143.74035056949074	63.02	2.37	19.91030845362687					Single Protein		A8BW25	3	14	14	3	14	3	6	16	100.0	Confident
50	A8BFS2	Dynein heavy chain (A8BFS2_GIAIC)	GL50803_101138		577.8540177012128	69.8	1.03	3.75455438780896	Oxidation of M(M2161)	Oxidation of M(1)			Single Protein		A8BFS2	5	46	44	4	44	4	7	52	100.0	Confident
51	A8BG41	ATP-dependent RNA helicase p54, putative (A8BG41_GIAIC)	GL50803_2098		48.40617392570225	86.28	8.14	31.069341796241					Single Protein		A8BG41	3	5	5	3	5	3	3	6	100.0	Confident
52	A8BFS1	Short chain dehydrogenase (A8BFS1_GIAIC)	GL50803_8468		32.66785472776563	53.42	3.77	28.46551911729467					Single Protein		A8BFS1	1	1	1	1	1	1	1	1	100.0	Doubtful
53	A8B621	Raptor_N domain-containing protein (A8B621_GIAIC)	GL50803_16734		295.56243597882604	70.83	0.41	9.807769709323601					Single Protein		A8B621	1	12	12	1	12	1	3	14	85.18518518518519	Doubtful
54	A8B5R8	Ankyrin repeat protein 1 (A8B5R8_GIAIC)	GL50803_16537		59.729126793243324	58.83	6.38	24.578157475725796	Oxidation of M(M282)	Oxidation of M(1)			Single Protein		A8B5R8	3	8	7	2	7	2	3	8	100.0	Confident
55	A8BWU7	Uncharacterized protein (A8BWU7_GIAIC)	GL50803_24279		89.4762846453856	79.57	2.27	15.980642311463672					Single Protein		A8BWU7	2	7	7	2	7	2	3	7	100.0	Confident
56	A8BG63	Uncharacterized protein (A8BG63_GIAIC)	GL50803_37452		209.80679565041592	73.97	1.29	6.648880377762257					Single Protein		A8BG63	2	12	12	2	12	2	2	14	100.0	Confident
57	A8B5S2	Phosphatidylinositol-4-phosphate 5-kinase, putative (A8B5S2_GIAIC)	GL50803_14628		61.667908765343476	87.85	7.22	28.917352754077122	Oxidation of M(M23)	Oxidation of M(1)			Single Protein		A8B5S2	4	8	8	4	8	4	4	8	100.0	Confident
58	A8BFW5	Uncharacterized protein (A8BFW5_GIAIC)	GL50803_16827		36.271814632233735	100.0	4.32	44.98254872856441					Single Protein		A8BFW5	1	4	4	1	4	1	2	5	100.0	Doubtful
60	A8BFX3	Kinase, NEK (A8BFX3_GIAIC)	GL50803_16824		90.51811200436039	83.11	18.35	73.67216115058086	Oxidation of M(M1, M651)	Oxidation of M(2)			Single Protein		A8BFX3	14	37	36	13	36	13	25	58	100.0	Confident
61	A8BG90	ATP-dependent RNA helicase HAS1, putative (A8BG90_GIAIC)	GL50803_16887		60.63717853920524	79.89	2.38	13.322071104254908					Single Protein		A8BG90	1	8	8	1	8	1	1	8	100.0	Doubtful
62	A8B686	Uncharacterized protein (A8B686_GIAIC)	GL50803_16353		83.60054652354407	57.62	5.7	38.164491435140604					Single Protein		A8B686	3	6	6	3	6	3	4	9	100.0	Confident
63	A8B5W4	Kinase, NEK (A8B5W4_GIAIC)	GL50803_8152		64.57806742591735	89.33	7.4	24.603714497944072	Oxidation of M(M567)	Oxidation of M(1)			Single Protein		A8B5W4	3	13	13	3	13	3	4	15	100.0	Confident
64	A8B5X6	Manganese-dependent inorganic pyrophosphatase, putative (A8B5X6_GIAIC)	GL50803_8163		76.39366789542984	67.19	5.61	6.993448074882375	Oxidation of M(M26)	Oxidation of M(1)			Single Protein		A8B5X6	2	6	6	2	6	2	1	7	100.0	Doubtful
65	A8B690	AMP-binding domain-containing protein (A8B690_GIAIC)	GL50803_113892		84.49313056716575	84.04	9.23	21.766660085600314	Oxidation of M(M596)	Oxidation of M(1)			Single Protein		A8B690	6	17	11	2	11	2	7	17	85.18518518518519	Doubtful
66	A8BBD4	Nucleotide-binding protein 1 (A8BBD4_GIAIC)	GL50803_15324		40.00776188002544	58.33	4.03	65.65020625249942					Related Proteins	A0A644F0Z2	A0A644F0Z2, A8BBD4	2	9	8	2	8	2	4	11	100.0	Confident
68	A8BXC5	Peptidase_M24 domain-containing protein (A8BXC5_GIAIC)	GL50803_16722		50.37828563718115	70.0	4.44	18.495362675196535					Single Protein		A8BXC5	1	8	8	1	8	1	1	8	100.0	Doubtful
69	A8BXB8	ANK_REP_REGION domain-containing protein (A8BXB8_GIAIC)	GL50803_7414		40.59965136219539	78.65	11.89	36.10761343887468					Single Protein		A8BXB8	3	6	6	3	6	3	3	8	100.0	Confident
70	A8BGB4	V-type proton ATPase subunit a (A8BGB4_GIAIC)	GL50803_18470		104.08021999029677	46.2	5.68	31.480261944655865					Single Protein		A8BGB4	4	7	7	4	7	4	5	8	100.0	Confident
73	A8BXD7	Protein kinase domain-containing protein (A8BXD7_GIAIC)	GL50803_101850		46.92985153296752	67.33	2.97	36.07511333676948	Oxidation of M(M339)	Oxidation of M(1)			Single Protein		A8BXD7	1	6	6	1	6	1	3	7	85.18518518518519	Doubtful
74	A0A644EYZ9	Outer-arm dynein gamma (Fragment) (A0A644EYZ9_GIAIC)	GL50803_0016804B		302.06515248318806	74.96	5.61	14.211302536321764	Oxidation of M(M1338, M1739)	Oxidation of M(2)			Unrelated Proteins	A8BL65	A0A644EYZ9, A8BL65	13	64	64	13	64	13	18	72	100.0	Confident
75	A8BWF2	EamA domain-containing protein (A8BWF2_GIAIC)	GL50803_114623		46.417074049973664	42.89	4.5	35.54718484891432					Single Protein		A8BWF2	1	4	4	1	4	1	1	4	100.0	Doubtful
77	A8BFE9	Uncharacterized protein (A8BFE9_GIAIC)	GL50803_11354		30.078939608933098	50.89	4.27	36.435864470137176					Single Protein		A8BFE9	1	2	2	1	2	1	1	2	100.0	Doubtful
80	A8BFF0	CytoDHC cytoplasmic dynein heavy chain (A8BFF0_GIAIC)	GL50803_17478		600.7362341251073	58.91	1.02	4.032730192606877					Single Protein		A8BFF0	5	42	40	5	41	5	5	43	100.0	Confident
81	A8BFG8	J domain-containing protein (A8BFG8_GIAIC)	GL50803_17483		37.22904256065387	89.97	5.17	36.92824101703092					Single Protein		A8BFG8	2	11	11	2	11	2	2	17	100.0	Confident
83	A8BFH7	UN_NPL4 domain-containing protein (A8BFH7_GIAIC)	GL50803_94658		59.132854063398334	78.37	7.97	36.56645896644591	Oxidation of M(M107)	Oxidation of M(1)			Single Protein		A8BFH7	3	6	6	3	6	3	4	9	100.0	Confident
85	A8BWM8	6-phosphogluconate dehydrogenase, decarboxylating (A8BWM8_GIAIC)	GL50803_14759		52.17264109803999	79.83	8.49	33.23337555319311	Oxidation of M(M1, M11)	Oxidation of M(2)			Single Protein		A8BWM8	3	9	9	3	9	3	3	9	100.0	Confident
86	A8B5J7	IPPc domain-containing protein (A8B5J7_GIAIC)	GL50803_9077		124.01098432097068	60.16	7.05	25.361876898676496					Single Protein		A8B5J7	7	11	11	7	11	7	7	13	100.0	Confident
87	A8BWM5	6-phosphogluconolactonase/Glucose-6-phosphate 1-dehydrogenase (A8BWM5_GIAIC)	GL50803_8682		83.02269059153738	72.78	15.9	40.66095935484863					Single Protein		A8BWM5	10	24	24	10	24	10	14	32	100.0	Confident
88	A8B5K6	ANK_REP_REGION domain-containing protein (A8B5K6_GIAIC)	GL50803_14859		102.64555916182267	71.89	5.73	38.44438757615681					Single Protein		A8B5K6	4	20	20	4	20	4	7	22	100.0	Confident
89	A8BFL3	Brix domain-containing protein (A8BFL3_GIAIC)	GL50803_15566		39.55601244507782	92.33	3.69	20.70219572166885					Single Protein		A8BFL3	1	6	6	1	6	1	1	6	100.0	Doubtful
90	A8BWP7	Alanine--tRNA ligase (A8BWP7_GIAIC)	GL50803_96460		108.37042415713395	70.9	3.72	22.811745890198146					Single Protein		A8BWP7	4	10	10	4	10	4	5	12	100.0	Confident
92	A8B5M1	Oxidored_FMN domain-containing protein (A8B5M1_GIAIC)	GL50803_9719		46.973788210416345	75.99	5.59	35.06513641045572					Single Protein		A8B5M1	3	8	8	3	8	3	3	8	100.0	Confident
93	A8B5M0	Ankyrin repeat protein 1 (A8B5M0_GIAIC)	GL50803_9720		112.77718195078003	87.4	2.05	11.542512503739339					Single Protein		A8B5M0	2	13	13	2	13	2	4	15	100.0	Confident
94	A8BX22	Stress-induced-phosphoprotein 1 (A8BX22_GIAIC)	GL50803_27310		65.31999162773867	91.65	21.29	41.326690332871046	Oxidation of M(M135, M144)	Oxidation of M(2)			Single Protein		A8BX22	9	21	21	9	21	9	10	27	100.0	Confident
95	A8BFR5	PALP domain-containing protein (A8BFR5_GIAIC)	GL50803_12108		103.96908810754074	70.33	0.96	9.860856419522916					Single Protein		A8BFR5	1	7	7	1	7	1	1	7	100.0	Doubtful
97	A8B614	Protein kinase domain-containing protein (A8B614_GIAIC)	GL50803_137719		52.224058631308175	73.82	4.72	31.775463200701022	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8B614	2	5	4	2	5	2	2	6	100.0	Confident
98	A8BX42	Uncharacterized protein (A8BX42_GIAIC)	GL50803_23560		89.78162106351915	54.47	2.98	29.38376166946546					Single Protein		A8BX42	2	9	9	2	9	2	3	11	100.0	Confident
99	A8BH61	Ribosomal_L19e domain-containing protein (A8BH61_GIAIC)	GL50803_16431		23.122787141833243	100.0	6.12	37.179453540956295					Single Protein		A8BH61	1	2	2	1	2	1	1	2	100.0	Doubtful
102	A8B746	Uncharacterized protein (A8B746_GIAIC)	GL50803_15213		69.9285022015373	80.88	3.24	20.70219572166885					Single Protein		A8B746	2	5	5	2	5	2	3	5	100.0	Confident
103	A8B747	Serine/threonine-protein phosphatase (A8B747_GIAIC)	GL50803_15214		35.45175123575016	76.95	7.47	40.93917356195188					Single Protein		A8B747	2	9	8	2	8	2	2	10	100.0	Confident
104	A8BY70	Uncharacterized protein (A8BY70_GIAIC)	GL50803_8627		26.750400038362567	41.25	15.95	260.0924916578975					Single Protein		A8BY70	6	13	13	6	13	6	10	29	100.0	Confident
106	A8BH74	Uncharacterized protein (A8BH74_GIAIC)	GL50803_9134		270.7209768946201	62.84	0.89	6.049119723874462	Oxidation of M(M1016)	Oxidation of M(1)			Single Protein		A8BH74	2	15	15	2	15	2	2	18	100.0	Doubtful
108	A8B767	26S proteasome regulatory subunit, putative (A8B767_GIAIC)	GL50803_91643		147.53785362849192	60.53	3.12	18.56528268530987					Single Protein		A8B767	4	26	26	4	26	4	9	28	100.0	Confident
109	A8B762	HEAT repeat-containing protein 1 (A8B762_GIAIC)	GL50803_103285		262.3424102923969	56.95	2.14	8.341544063676091					Single Protein		A8B762	4	19	19	4	19	4	5	19	100.0	Confident
110	A8BGY3	Translational activator GCN1 (A8BGY3_GIAIC)	GL50803_93275		315.16318357864725	66.98	2.01	7.511984096928204					Single Protein		A8BGY3	5	25	25	5	25	5	6	32	100.0	Confident
112	A8BXZ6	Uncharacterized protein (A8BXZ6_GIAIC)	GL50803_14846		116.88833076459767	80.08	2.01	8.160327988832515					Single Protein		A8BXZ6	1	15	15	1	15	1	2	15	100.0	Doubtful
113	A8BGZ9	Uncharacterized protein (A8BGZ9_GIAIC)	GL50803_11380		52.08682753828292	62.88	6.29	35.26051400335856					Single Protein		A8BGZ9	2	6	6	2	6	2	3	8	100.0	Confident
115	A8B793	Ankyrin repeat protein 1 (A8B793_GIAIC)	GL50803_15306		157.23124958439496	66.87	0.69	6.3037827803005495					Single Protein		A8B793	1	13	13	1	13	1	1	13	100.0	Doubtful
116	A0A644F1Y9	Protein kinase domain-containing protein (A0A644F1Y9_GIAIC)	GL50803_00137730		78.95103574944835	56.45	1.56	13.646391187317294					Related Proteins	A8B8U3	A0A644F1Y9, A8B8U3	1	2	2	1	2	1	1	3	100.0	Doubtful
118	A8B6Y0	BEACH domain-containing protein (A8B6Y0_GIAIC)	GL50803_113143		467.20170640544046	48.59	0.48	3.9966213312764727					Single Protein		A8B6Y0	2	14	14	2	14	2	3	14	100.0	Confident
120	A0A644F9L3	Uncharacterized protein (A0A644F9L3_GIAIC)	GL50803_0040369		153.10449762930395	63.35	1.66	11.09721760511792					Related Proteins	A8B862	A0A644F9L3, A8B862	2	7	7	2	7	2	2	11	88.88888888888889	Doubtful
123	A8B7A3	Serine carboxypeptidase (A8B7A3_GIAIC)	GL50803_10843		58.41036660179445	73.56	3.45	32.58491944483813	Oxidation of M(M95)	Oxidation of M(1)			Single Protein		A8B7A3	3	7	7	3	7	3	3	8	100.0	Confident
124	A8B7A7	Vacuolar protein sorting 2 (A8B7A7_GIAIC)	GL50803_29327		22.82760535000595	86.0	5.5	36.435864470137176					Single Protein		A8B7A7	1	8	8	1	8	1	1	8	100.0	Doubtful
125	A8B7C6	SUI1 domain-containing protein (A8B7C6_GIAIC)	GL50803_2010		24.941465926118873	89.14	5.43	32.97363300464903					Single Protein		A8B7C6	1	2	2	1	2	1	1	2	100.0	Doubtful
126	A8B7C0	Uncharacterized protein (A8B7C0_GIAIC)	GL50803_2014		41.58637632248569	29.71	2.39	53.19104302209806	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8B7C0	1	2	2	1	2	1	2	2	100.0	Doubtful
127	A8B7C8	Spindle pole protein, putative (A8B7C8_GIAIC)	GL50803_16729		40.5060170268653	84.14	4.53	22.772415293835735					Single Protein		A8B7C8	1	5	5	1	5	1	1	6	100.0	Doubtful
128	A8BXG8	Alpha-9 giardin (A8BXG8_GIAIC)	GL50803_103437		33.76521666140643	70.43	4.32	30.87785124587896					Single Protein		A8BXG8	1	3	3	1	3	1	1	3	100.0	Doubtful
129	A8B6E0	Helicase (A8B6E0_GIAIC)	GL50803_6283		53.893606264186886	93.91	2.52	15.309186752158475					Single Protein		A8B6E0	1	11	11	1	11	1	1	11	100.0	Doubtful
131	A8BGI6	V-type proton ATPase subunit (A8BGI6_GIAIC)	GL50803_13000		39.48001285338401	66.38	3.13	62.55084029208099					Single Protein		A8BGI6	1	7	7	1	7	1	3	9	100.0	Doubtful
132	A0A644F350	Uncharacterized protein (A0A644F350_GIAIC)	GL50803_008608		107.8840957802819	65.15	2.47	14.811327020380967					Related Proteins	A8B2S6	A0A644F350, A8B2S6	2	9	9	2	9	2	3	9	100.0	Confident
135	A8BGL6	Kinase, SCY1 (A8BGL6_GIAIC)	GL50803_8805		103.25744101999675	50.21	12.18	52.898503332541466	Oxidation of M(M1, M149)	Oxidation of M(2)			Single Protein		A8BGL6	11	30	30	11	30	11	15	39	100.0	Confident
137	A8BXP9	Kinase, NEK (A8BXP9_GIAIC)	GL50803_8445		66.94059313326336	86.77	29.82	77.49508976732662	Oxidation of M(M177, M302, M308, M415, M419)	Oxidation of M(5)			Single Protein		A8BXP9	21	43	43	21	43	21	32	62	100.0	Confident
138	A8BGN5	Kinase, NEK (A8BGN5_GIAIC)	GL50803_15953		124.72159076653796	80.84	1.07	7.033950669910651	Oxidation of M(M1068)	Oxidation of M(1)			Single Protein		A8BGN5	1	13	13	1	13	1	1	13	100.0	Doubtful
139	A8BGN3	CBF domain-containing protein (A8BGN3_GIAIC)	GL50803_101594		119.09617500189694	77.43	2.27	11.506062464253844					Single Protein		A8BGN3	2	8	8	2	8	2	2	8	88.88888888888889	Doubtful
142	A8BH18	Kinase, NEK (A8BH18_GIAIC)	GL50803_11390		85.13005630356861	48.91	10.55	39.054314873363495	Oxidation of M(M349, M620)	Oxidation of M(2)			Single Protein		A8BH18	7	14	14	7	14	7	9	17	100.0	Confident
143	A8BH31	CCT-beta (A8BH31_GIAIC)	GL50803_11397		56.568445028452786	100.0	14.1	40.946971499773205	Oxidation of M(M239)	Oxidation of M(1)			Single Protein		A8BH31	6	15	15	6	15	6	7	18	100.0	Confident
144	A8B6P7	ABC transporter domain-containing protein (A8B6P7_GIAIC)	GL50803_8227		118.77470763827861	63.47	3.38	16.88800207190599					Single Protein		A8B6P7	3	13	11	2	11	2	4	21	100.0	Confident
145	A8B713	Cation efflux family protein (A8B713_GIAIC)	GL50803_5919		58.068574194341075	56.0	2.29	24.78630236063753					Single Protein		A8B713	1	4	4	1	4	1	1	4	100.0	Doubtful
146	A8B6P4	Kinase, NEK (A8B6P4_GIAIC)	GL50803_87677		133.1304772709322	78.56	4.39	15.37804507827724					Single Protein		A8B6P4	5	20	20	5	20	5	6	20	100.0	Confident
147	A8BG57	Protein kinase domain-containing protein (A8BG57_GIAIC)	GL50803_119989		39.78649119507112	76.19	3.08	15.134315460077746					Unrelated Proteins	A8BRR0	A8BG57, A8BRR0	1	4	0	0	0	0	2	5	100.0	Doubtful
148	A8B724	Uncharacterized protein (A8B724_GIAIC)	GL50803_90434		159.4717821340779	70.22	2.11	23.550420248472783					Single Protein		A8B724	3	16	16	3	16	3	10	19	100.0	Confident
149	A8BY54	Leucyl-tRNA synthetase (A8BY54_GIAIC)	GL50803_8621		132.2819000063919	72.89	15.69	29.902113065927566	Oxidation of M(M738)	Oxidation of M(1)			Single Protein		A8BY54	17	35	35	17	35	17	22	44	100.0	Confident
150	A8B6Q2	DNA-dependent ATPase, putative (A8B6Q2_GIAIC)	GL50803_8228		144.83722798822805	80.33	1.33	6.489023057905107					Single Protein		A8B6Q2	1	12	12	1	12	1	1	12	100.0	Doubtful
151	A8BH36	Kinesin motor domain-containing protein (A8BH36_GIAIC)	GL50803_16425		116.40341295474838	85.46	6.94	17.757785245139782					Single Protein		A8BH36	5	12	12	5	12	5	5	13	100.0	Confident
152	A8B731	Uncharacterized protein (A8B731_GIAIC)	GL50803_13467		35.02539170623844	90.0	5.48	26.118899261747078					Single Protein		A8B731	1	3	3	1	3	1	1	3	100.0	Doubtful
153	A8BGS8	ANAPC4_WD40 domain-containing protein (A8BGS8_GIAIC)	GL50803_16709		213.33563231572583	62.01	3.24	11.212294322571411					Single Protein		A8BGS8	5	10	10	5	10	5	5	11	100.0	Confident
154	A8BHW1	Protein kinase domain-containing protein (A8BHW1_GIAIC)	GL50803_16034		49.19909478852376	85.88	7.64	33.65193192036179					Single Protein		A8BHW1	3	7	7	3	7	3	3	9	100.0	Confident
155	A8B867	Uncharacterized protein (A8B867_GIAIC)	GL50803_92132		186.97631925152933	68.63	2.38	9.461626750979908					Single Protein		A8B867	3	14	14	3	14	3	4	15	100.0	Confident
157	A8BI98	Uncharacterized protein (A8BI98_GIAIC)	GL50803_137689		863.8875919105822	67.76	0.0	0.0					Single Protein		A8BI98	0	32	32	0	32	0	0	35	88.88888888888889	Doubtful
