	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
20	A8BGC8	RuvB-like helicase (A8BGC8_GIAIC)	GL50803_9825		51.386530850606256	88.03	2.35	51.395525274246644					Single Protein		A8BGC8	1	9	9	1	9	1	1	9	100.0	Doubtful
21	A8BFD3	Ornithine decarboxylase (A8BFD3_GIAIC)	GL50803_94582		49.52596811278109	68.08	1.79	55.05761429870156					Single Protein		A8BFD3	1	6	6	1	6	1	1	6	100.0	Doubtful
22	A8BFE3	40S ribosomal protein S4 (A8BFE3_GIAIC)	GL50803_11359		30.392180498053268	100.0	14.93	174.1950328013956	Oxidation of M(M136)	Oxidation of M(1)			Single Protein		A8BFE3	4	14	14	4	14	4	4	18	100.0	Confident
23	A8BFF8	Glutamate dehydrogenase (A8BFF8_GIAIC)	GL50803_21942		49.702015491063094	88.2	24.5	151.1681084653635	Oxidation of M(M121, M385)	Oxidation of M(2)			Single Protein		A8BFF8	10	28	28	10	28	10	14	33	100.0	Confident
24	A8BFG4	T-complex protein 1 subunit delta (A8BFG4_GIAIC)	GL50803_17482		56.28863649834358	78.53	7.74	84.53118628782128					Single Protein		A8BFG4	3	10	10	3	10	3	4	10	100.0	Confident
25	A8B5H4	Radial spoke protein 9 (A8B5H4_GIAIC)	GL50803_17278		33.64789034396156	54.21	3.7	119.8312781795269	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8B5H4	1	1	1	1	1	1	1	1	100.0	Doubtful
26	A0A644F4P9	Bip (A0A644F4P9_GIAIC)	GL50803_0017121		72.61778531307714	77.04	8.31	120.27133654572293					Related Proteins	A8B431	A0A644F4P9, A8B431	5	16	16	5	16	5	6	23	100.0	Confident
27	KRHB4_HUMAN				64.85455456800703	85.5	5.33	150.9649465290408					Single Protein		KRHB4_HUMAN	4	11	7	1	7	1	14	25	100.0	Confident
28	A8BWP4	Uncharacterized protein (A8BWP4_GIAIC)	GL50803_8692		37.17319694655018	77.34	3.93	67.6992417509714					Single Protein		A8BWP4	1	4	4	1	4	1	1	4	100.0	Doubtful
29	A8BFR0	Elongation factor 1-gamma (A8BFR0_GIAIC)	GL50803_12102		45.187643487827664	79.1	8.96	125.83360860046906					Single Protein		A8BFR0	4	9	9	4	9	4	5	9	100.0	Confident
30	A8B748	Serine/threonine-protein phosphatase (A8B748_GIAIC)	GL50803_15215		35.29856846079127	79.35	8.71	148.84839324594617	Oxidation of M(M274)	Oxidation of M(1)			Single Protein		A8B748	3	7	7	3	7	3	3	8	100.0	Confident
31	A8BXV9	Ankyrin repeat protein 1 (A8BXV9_GIAIC)	GL50803_9030		36.611960080470006	78.79	23.64	212.6955806665375	Oxidation of M(M42, M47, M52, M226, M237, M310)	Oxidation of M(6)			Single Protein		A8BXV9	8	13	13	8	13	8	7	15	100.0	Confident
32	A8BGV6	Phosphoglycerate kinase (A8BGV6_GIAIC)	GL50803_90872		43.5734465752939	74.08	17.85	125.10014326329664					Single Protein		A8BGV6	5	9	9	5	9	5	5	9	100.0	Confident
33	A8BGW7	PPM-type phosphatase domain-containing protein (A8BGW7_GIAIC)	GL50803_14404		42.20258820033745	85.97	13.77	132.89859375243722	Oxidation of M(M118, M176)	Oxidation of M(2)			Single Protein		A8BGW7	5	10	10	5	10	5	5	12	100.0	Confident
34	A8B787	MYG1 protein (A8B787_GIAIC)	GL50803_10858		40.83330385815179	93.07	5.82	93.10989897328894					Single Protein		A8B787	2	4	4	2	4	2	2	5	100.0	Confident
35	A8B6W4	Uncharacterized protein (A8B6W4_GIAIC)	GL50803_113133		95.3030591136757	68.34	16.61	104.32217248670395	Oxidation of M(M202, M313)	Oxidation of M(2)			Single Protein		A8B6W4	15	26	26	15	26	15	20	39	100.0	Confident
36	A8B6X3	Putative Translation initiation factor eIF-4A (A8B6X3_GIAIC)	GL50803_10255		43.245708894900396	85.93	2.56	62.24569172103204					Single Protein		A8B6X3	1	8	8	1	8	1	1	8	100.0	Doubtful
37	A8B6Y7	Ribokinase (A8B6Y7_GIAIC)	GL50803_15297		36.60060871158592	86.63	4.07	75.19613764956891					Single Protein		A8B6Y7	1	8	8	1	8	1	1	8	100.0	Doubtful
38	A8B6Z3	WD-40 repeat protein family (A8B6Z3_GIAIC)	GL50803_10822		38.50608992843329	83.63	8.19	276.20274782965987	Oxidation of M(M157)	Oxidation of M(1)			Single Protein		A8B6Z3	3	5	5	3	5	3	7	10	100.0	Confident
39	K2C1_HUMAN				65.84694613410919	65.16	63.14	984.6535997747965	Oxidation of M(M258, M261, M295, M338, M468, M492)	Oxidation of M(6)			Single Protein		K2C1_HUMAN	81	114	107	76	107	76	304	483	100.0	Confident
40	A8BHA7	Uncharacterized protein (A8BHA7_GIAIC)	GL50803_4259		30.412431864217506	40.99	16.61	531.2347827915665					Single Protein		A8BHA7	4	11	11	4	11	4	9	16	100.0	Confident
41	A8BGG4	Leucine-rich repeat protein 1 virus receptor protein (A8BGG4_GIAIC)	GL50803_5795		85.39477646269665	63.42	13.75	295.24846502100627	Oxidation of M(M561, M596, M694)	Oxidation of M(3)			Single Protein		A8BGG4	16	28	28	16	28	16	27	43	100.0	Confident
42	A0A644F8Z4	ANK_REP_REGION domain-containing protein (A0A644F8Z4_GIAIC)	GL50803_0093294		358.61537198998394	81.87	7.87	1.6243892004038807					Related Proteins	A8B5L6	A0A644F8Z4, A8B5L6	2	7	7	2	7	2	3	9	100.0	Confident
43	A8B6J5	Kinase, NEK (A8B6J5_GIAIC)	GL50803_2483		57.1811489312684	77.41	2.16	47.076573570528424					Single Protein		A8B6J5	1	6	6	1	6	1	2	6	100.0	Doubtful
44	A8B6L8	40S ribosomal protein S6 (A8B6L8_GIAIC)	GL50803_14620		28.01017315724481	100.0	38.31	299.82405334691964	Oxidation of M(M23, M69)	Oxidation of M(2)			Single Protein		A8B6L8	15	23	23	15	23	15	18	28	100.0	Confident
45	A8BH24	Kinase, NEK (A8BH24_GIAIC)	GL50803_15411		77.9558369084634	64.59	4.39	246.1694022865674	Oxidation of M(M514)	Oxidation of M(1)			Single Protein		A8BH24	3	20	20	3	20	3	7	34	100.0	Confident
46	A8BH19	Protein kinase domain-containing protein (A8BH19_GIAIC)	GL50803_15409		56.972904879879444	59.42	23.3	237.17680524355796	Oxidation of M(M1, M8, M203, M327, M376, M460)	Oxidation of M(6)			Single Protein		A8BH19	8	10	10	8	10	8	12	19	100.0	Confident
47	A0A644F9E9	DUF862 domain-containing protein (A0A644F9E9_GIAIC)	GL50803_0024425		49.818009465980474	66.59	2.42	31.56119580221343					Related Proteins	A8BBP5	A0A644F9E9, A8BBP5	1	3	0	0	3	1	1	3	100.0	Doubtful
48	A8BYY5	Ser/Thr phosphatase 2A regulatory subunit A (A8BYY5_GIAIC)	GL50803_7439		71.7238690912073	82.06	1.53	36.43650247084802	Oxidation of M(M593)	Oxidation of M(1)			Single Protein		A8BYY5	1	11	11	1	11	1	2	15	100.0	Doubtful
49	A8BZB0	Seven transmembrane protein 1 (A8BZB0_GIAIC)	GL50803_8044		35.146033391296584	28.3	2.52	98.7156344474517					Single Protein		A8BZB0	1	3	3	1	3	1	1	3	100.0	Doubtful
50	A8BZD3	Ribosomal_S7 domain-containing protein (A8BZD3_GIAIC)	GL50803_12981		21.011877512817218	87.37	12.11	216.22187650463758					Single Protein		A8BZD3	3	7	7	3	7	3	3	7	100.0	Confident
51	A8B7H8	Ribos_L4_asso_C domain-containing protein (A8B7H8_GIAIC)	GL50803_17547		34.96576867343805	100.0	21.2	461.6086469221562	Oxidation of M(M314)	Oxidation of M(1)			Single Protein		A8B7H8	7	15	15	7	15	7	16	28	100.0	Confident
52	A8BYL1	Uncharacterized protein (A8BYL1_GIAIC)	GL50803_13584		43.609829494226155	80.05	3.11	58.05297673464128					Single Protein		A8BYL1	1	7	7	1	7	1	1	9	100.0	Doubtful
53	A8BHN6	Uncharacterized protein (A8BHN6_GIAIC)	GL50803_21628		42.35215824428589	100.0	27.42	116.82819961925243					Single Protein		A8BHN6	11	28	26	9	26	9	12	33	100.0	Confident
54	K1C9_HUMAN				62.09190997979053	59.87	57.62	2364.2757419183126	Oxidation of M(M157, M234, M245, M269, M296, M326, M445)	Oxidation of M(7)			Single Protein		K1C9_HUMAN	55	78	78	55	78	55	221	315	100.0	Confident
55	CASB_BOVIN				25.091254045151747	42.41	9.82	1318.1440599747962					Single Protein		CASB_BOVIN	2	4	4	2	4	2	8	10	100.0	Confident
56	A8BZ22	EF1_GNE domain-containing protein (A8BZ22_GIAIC)	GL50803_13561		24.742991892923865	74.09	9.55	239.6625563590538	Oxidation of M(M58)	Oxidation of M(1)			Single Protein		A8BZ22	2	6	6	2	6	2	3	10	100.0	Confident
57	A8BYQ2	Serine/threonine-protein phosphatase (A8BYQ2_GIAIC)	GL50803_2053		35.03455160574931	63.73	2.94	81.48526916207831	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8BYQ2	1	4	4	1	4	1	1	4	100.0	Doubtful
58	A8BI13	Alpha-6 giardin (A8BI13_GIAIC)	GL50803_14551		33.127371260167635	89.9	9.43	176.04842102918153					Single Protein		A8BI13	3	9	9	3	9	3	4	10	100.0	Confident
59	A8B820	ANK_REP_REGION domain-containing protein (A8B820_GIAIC)	GL50803_17060		66.19465522107946	82.18	1.93	39.66097171605581					Single Protein		A8B820	1	5	5	1	5	1	1	6	100.0	Doubtful
60	A8BYU1	H(+)-transporting two-sector ATPase (A8BYU1_GIAIC)	GL50803_7532		71.49178033072369	68.09	2.29	41.19200187421238	Oxidation of M(M336)	Oxidation of M(1)			Single Protein		A8BYU1	1	5	5	1	5	1	2	5	100.0	Doubtful
61	A8BZ76	Protein kinase domain-containing protein (A8BZ76_GIAIC)	GL50803_22165		39.510122529542386	76.47	3.64	164.16446168184274	Oxidation of M(M243)	Oxidation of M(1)			Single Protein		A8BZ76	1	4	4	1	4	1	2	8	100.0	Doubtful
62	A8BYV1	Protein kinase domain-containing protein (A8BYV1_GIAIC)	GL50803_7537		46.454829684927326	89.78	2.0	62.24569172103204					Single Protein		A8BYV1	1	4	4	1	4	1	2	4	100.0	Doubtful
63	A0A644F9H9	HATPase_c domain-containing protein (A0A644F9H9_GIAIC)	GL50803_0098054		80.72098849652629	83.66	1.28	17.47928940684207					Related Proteins	A8BBJ7	A0A644F9H9, A8BBJ7	1	3	0	0	0	0	1	4	100.0	Doubtful
64	A8BB03	Uncharacterized protein (A8BB03_GIAIC)	GL50803_10813		257.9820178260893	68.32	0.47	12.400912573088839	Oxidation of M(M1975)	Oxidation of M(1)			Single Protein		A8BB03	1	11	11	1	11	1	1	13	100.0	Doubtful
65	A8BB01	Eukaryotic rRNA processing protein EBP2 (A8BB01_GIAIC)	GL50803_10810		32.35505399769955	100.0	2.87	80.31702157552522					Single Protein		A8BB01	1	4	4	1	4	1	1	6	100.0	Doubtful
66	A8BS19	Uncharacterized protein (A8BS19_GIAIC)	GL50803_2338		24.49552511744806	85.98	4.67	104.71237859612864	Oxidation of M(M199)	Oxidation of M(1)			Single Protein		A8BS19	1	4	4	1	4	1	1	5	100.0	Doubtful
67	A8BS66	Mitogen-activated protein kinase (A8BS66_GIAIC)	GL50803_22850		41.070083343860645	82.5	10.83	138.32375938007118					Single Protein		A8BS66	3	4	4	3	4	3	3	4	100.0	Confident
68	A8BS90	M20_dimer domain-containing protein (A8BS90_GIAIC)	GL50803_8407		55.06817246046047	71.74	2.17	94.75031297916082					Single Protein		A8BS90	1	6	6	1	6	1	2	11	100.0	Doubtful
69	A8BB76	V-type proton ATPase subunit C (A8BB76_GIAIC)	GL50803_87058		55.63131036346714	75.51	7.09	188.0490452462092					Single Protein		A8BB76	4	7	7	4	7	4	6	10	100.0	Confident
70	A8BB85	Carbamate kinase (A8BB85_GIAIC)	GL50803_16453		33.85740378734376	81.33	8.86	130.78861295469767	Oxidation of M(M146)	Oxidation of M(1)			Single Protein		A8BB85	2	5	5	2	5	2	2	5	100.0	Confident
71	A8BRY6	Ribosomal_L30 domain-containing protein (A8BRY6_GIAIC)	GL50803_19436		27.041480978738402	100.0	35.74	367.4232980610751					Single Protein		A8BRY6	12	19	19	12	19	12	14	24	100.0	Confident
72	A8BR95	High cysteine membrane protein Group 5 (A8BR95_GIAIC)	GL50803_21321		72.72116707715865	68.74	1.78	123.90137688546662					Single Protein		A8BR95	2	15	11	2	15	2	5	20	100.0	Confident
73	A0A644EY22	Axoneme-associated protein GASP-180 (A0A644EY22_GIAIC)	GL50803_0061565		179.16346936944646	83.96	10.08	90.91941766466742	Oxidation of M(M43)	Oxidation of M(1)			Single Protein		A0A644EY22	16	49	3	1	3	1	29	66	100.0	Confident
74	A8BAA3	Uncharacterized protein (A8BAA3_GIAIC)	GL50803_94463		53.35583578017722	79.38	12.5	146.96899434132564	Oxidation of M(M262, M321)	Oxidation of M(2)			Single Protein		A8BAA3	4	7	7	4	7	4	7	10	100.0	Confident
75	A8BAF5	Coiled-coil protein (A8BAF5_GIAIC)	GL50803_17249		190.40386809952702	92.54	2.99	27.871205248223294					Single Protein		A8BAF5	4	27	27	4	27	4	5	31	100.0	Confident
76	A8BAG8	ANK_REP_REGION domain-containing protein (A8BAG8_GIAIC)	GL50803_102813		36.9654354153169	77.84	9.04	119.77305112501791					Single Protein		A8BAG8	3	6	6	3	6	3	4	6	100.0	Confident
77	A8BSN8	Protein kinase domain-containing protein (A8BSN8_GIAIC)	GL50803_6680		38.78180420460052	65.9	4.87	80.31702157552522					Single Protein		A8BSN8	1	3	3	1	3	1	1	3	100.0	Doubtful
78	A8BSP4	Glyceraldehyde-3-phosphate dehydrogenase (A8BSP4_GIAIC)	GL50803_6687		36.31213867354564	75.3	3.57	100.0377188373729					Single Protein		A8BSP4	2	8	8	2	8	2	2	10	100.0	Confident
79	A8BBT5	Axoneme-associated protein GASP-180 (A8BBT5_GIAIC)	GL50803_16745		115.8968255063574	86.14	1.06	23.03026620716499					Single Protein		A8BBT5	1	10	10	1	10	1	1	10	100.0	Doubtful
80	A8BBW8	ANK_REP_REGION domain-containing protein (A8BBW8_GIAIC)	GL50803_33660		103.90305830858402	87.26	0.96	25.93570488376335					Single Protein		A8BBW8	1	3	3	1	3	1	1	3	100.0	Doubtful
81	A8BT96	Uncharacterized protein (A8BT96_GIAIC)	GL50803_6366		22.371351200567815	66.34	5.45	137.47514735933456					Single Protein		A8BT96	1	1	1	1	1	1	1	1	100.0	Doubtful
82	A8BBY3	ATP-dependent RNA helicase A (A8BBY3_GIAIC)	GL50803_92739		140.58056091930115	61.97	0.64	24.173084163507582	Oxidation of M(M1247)	Oxidation of M(1)			Single Protein		A8BBY3	1	8	8	1	8	1	1	12	100.0	Doubtful
83	A8BBZ9	ThiF domain-containing protein (A8BBZ9_GIAIC)	GL50803_11436		29.211149878821068	89.39	5.3	84.88048871049824	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8BBZ9	1	5	5	1	5	1	1	5	100.0	Doubtful
84	A8BBZ5	Proteasome endopeptidase complex (A8BBZ5_GIAIC)	GL50803_11434		27.433433114029224	74.8	4.8	103.7428195350534					Single Protein		A8BBZ5	1	1	1	1	1	1	1	1	100.0	Doubtful
85	A8BRZ3	Ribosomal protein L3 (A8BRZ3_GIAIC)	GL50803_16525		42.61500303772079	93.67	22.96	326.90132783608726	Oxidation of M(M134, M270, M284)	Oxidation of M(3)			Single Protein		A8BRZ3	9	21	21	9	21	9	15	27	100.0	Confident
86	A0A644FB74	Ribosomal protein L10a (A0A644FB74_GIAIC)	GL50803_001345		24.57540540521956	100.0	23.5	249.55645989538192	Oxidation of M(M210)	Oxidation of M(1)			Related Proteins	E2RU33	A0A644FB74, E2RU33	4	13	13	4	13	4	7	15	100.0	Confident
87	A0A644F5X5	Ankyrin repeat protein 1 (A0A644F5X5_GIAIC)	GL50803_0040014		177.8376465850923	69.11	0.93	9.02838397243011					Unrelated Proteins	A8BMJ6	A0A644F5X5, A8BMJ6	1	6	0	0	6	1	1	7	100.0	Doubtful
88	A8BU21	UBA-like domain-containing protein (A8BU21_GIAIC)	GL50803_12885		42.59567047923537	61.56	5.03	229.4380445689918					Single Protein		A8BU21	2	5	5	2	5	2	4	7	100.0	Confident
89	A8BTQ0	Phospholipase B-like (A8BTQ0_GIAIC)	GL50803_93548		62.74799449973198	51.47	7.35	273.4364314888193	Oxidation of M(M430)	Oxidation of M(1)			Single Protein		A8BTQ0	6	9	9	6	9	6	12	21	100.0	Confident
90	A8BD27	Protein-ribulosamine 3-kinase (A8BD27_GIAIC)	GL50803_2969		31.164660668093674	61.25	2.77	98.7156344474517					Single Protein		A8BD27	1	2	2	1	2	1	1	2	100.0	Doubtful
91	A8BD37	Phosphorylase B kinase gamma catalytic chain (A8BD37_GIAIC)	GL50803_10698		85.23441950142443	67.4	1.3	39.31306845538866					Single Protein		A8BD37	1	6	6	1	6	1	1	8	100.0	Doubtful
92	A8BCR6	Cytosolic HSP70 (A8BCR6_GIAIC)	GL50803_88765		71.58845398085042	69.73	7.83	156.1082427289375					Single Protein		A8BCR6	5	15	15	5	15	5	7	22	100.0	Confident
93	A8BU40	RuvB-like helicase (A8BU40_GIAIC)	GL50803_17565		52.58387952524344	79.92	4.97	93.36853758154807					Single Protein		A8BU40	3	7	7	3	7	3	3	7	100.0	Confident
94	A8BU59	Tr-type G domain-containing protein (A8BU59_GIAIC)	GL50803_17570		99.56239362711469	79.51	1.45	114.03790849654726					Single Protein		A8BU59	1	25	25	1	25	1	4	31	100.0	Doubtful
95	A8BU50	Ethanolamine kinase, putative (A8BU50_GIAIC)	GL50803_4596		38.81000761446918	49.42	3.22	101.39569692113817					Single Protein		A8BU50	1	7	7	1	7	1	1	7	100.0	Doubtful
96	RS27A_HUMAN				17.95349157867425	100.0	18.59	215.4658559574186					Single Protein		RS27A_HUMAN	2	3	3	2	3	2	2	5	100.0	Confident
97	REF_HEVBR				14.71268950229706	82.61	55.07	3445.550339241226					Single Protein		REF_HEVBR	8	11	11	8	11	8	45	67	100.0	Confident
98	A8BS79	40S ribosomal protein S3a (RS3A_GIAIC)	GL50803_16265		28.345867686064256	100.0	36.69	501.1218482899619	Oxidation of M(M225, M231)	Oxidation of M(2)			Related Proteins	A0A644F9A2	A0A644F9A2, A8BS79	13	17	17	13	17	13	22	28	100.0	Confident
99	A8B344	PX domain-containing protein (A8B344_GIAIC)	GL50803_16595		200.88454984606943	54.06	4.03	111.57423237815067	Oxidation of M(M1411)	Oxidation of M(1)			Single Protein		A8B344	7	32	32	7	32	7	14	46	100.0	Confident
100	A8B2T4	Uncharacterized protein (A8B2T4_GIAIC)	GL50803_87926		47.859538873158094	59.91	2.33	123.12334626138207					Single Protein		A8B2T4	1	2	2	1	2	1	2	3	100.0	Doubtful
101	A8BU80	Thioredoxin domain-containing protein (A8BU80_GIAIC)	GL50803_15383		27.63887652124432	67.89	9.35	136.6368842656801	Oxidation of M(M174)	Oxidation of M(1)			Single Protein		A8BU80	2	4	3	2	3	2	2	4	100.0	Confident
102	A8B2U2	Fructose-bisphosphate aldolase (A8B2U2_GIAIC)	GL50803_11043		35.19107645027319	82.97	5.88	153.48252753131186	Oxidation of M(M293)	Oxidation of M(1)			Single Protein		A8B2U2	2	10	10	2	10	2	3	13	100.0	Confident
103	A8B2V7	Uncharacterized protein (A8B2V7_GIAIC)	GL50803_11034		24.790703771387456	86.55	6.28	100.48631847341494					Single Protein		A8B2V7	1	1	1	1	1	1	1	1	100.0	Doubtful
104	E2RTP6	Alpha-7.1 giardin (E2RTP6_GIAIC)	GL50803_103373		42.882504128640136	100.0	5.67	69.30448150382948	Oxidation of M(M111)	Oxidation of M(1)			Related Proteins	E2RTW1	E2RTP6, E2RTW1	2	7	0	0	4	1	3	8	100.0	Confident
105	A8B1Z3	Phosphoenolpyruvate carboxykinase (GTP) (A8B1Z3_GIAIC)	GL50803_10623		73.79714958838765	59.79	2.75	106.91053921551305					Single Protein		A8B1Z3	2	4	4	2	4	2	4	6	100.0	Confident
106	A0A644EYY1	NADH oxidase (A0A644EYY1_GIAIC)	GL50803_0033769		50.26330214123074	69.43	6.11	96.89187862236119					Related Proteins	A8BCS2	A0A644EYY1, A8BCS2	3	8	8	3	8	3	6	9	100.0	Confident
107	ALBU_BOVIN				69.24844068501862	100.0	24.71	682.5533287790142					Single Protein		ALBU_BOVIN	22	38	33	19	38	22	101	168	100.0	Confident
108	A8B6M8	60S ribosomal protein L13 (A8B6M8_GIAIC)	GL50803_14622		26.5715225373825	84.62	11.97	235.7791353069395					Related Proteins	A0A644EZT7	A0A644EZT7, A8B6M8	4	6	6	4	6	4	5	8	100.0	Confident
109	A8BCL1	Nitroreductase Fd-NR2 (A8BCL1_GIAIC)	GL50803_22677		28.533358357586277	61.74	4.17	117.32172261555776					Single Protein		A8BCL1	1	1	1	1	1	1	1	1	100.0	Doubtful
110	A0A644F5Z8	Protein kinase domain-containing protein (A0A644F5Z8_GIAIC)	GL50803_00d101307		32.49608659290965	60.52	3.24	94.15314714105685					Related Proteins	A8BJX2, A8BMM4	A0A644F5Z8, A8BJX2, A8BMM4	1	3	3	1	3	1	1	3	100.0	Doubtful
111	A8BE38	Malate dehydrogenase (A8BE38_GIAIC)	GL50803_14285		61.46120240894898	63.73	3.23	96.79675602406711					Single Protein		A8BE38	2	6	6	2	6	2	3	8	100.0	Confident
112	A8B3P4	Coiled-coil protein (A8B3P4_GIAIC)	GL50803_10167		132.9445093355254	80.25	1.43	19.570697833686932					Single Protein		A8B3P4	1	6	6	1	6	1	1	6	100.0	Doubtful
113	A0A644FAV9	Aminoacyl-histidine dipeptidase (A0A644FAV9_GIAIC)	GL50803_0015832		54.903203309072246	73.08	12.38	160.8449596993055	Oxidation of M(M363, M398)	Oxidation of M(2)			Related Proteins	A8BEJ1	A0A644FAV9, A8BEJ1	4	11	11	4	11	4	7	17	100.0	Confident
114	A8BE60	J domain-containing protein (A8BE60_GIAIC)	GL50803_9751		39.63107782812406	77.81	6.92	124.49138344206408					Single Protein		A8BE60	2	5	5	2	5	2	3	5	100.0	Confident
115	A8B440	ANK_REP_REGION domain-containing protein (A8B440_GIAIC)	GL50803_27925		87.55470157245493	85.5	4.2	45.05720312246287	Oxidation of M(M42)	Oxidation of M(1)			Single Protein		A8B440	2	12	12	2	12	2	2	15	100.0	Confident
116	A8BV70	Actin (A8BV70_GIAIC)	GL50803_40817		41.559740954687605	61.07	10.4	187.2879219924858					Single Protein		A8BV70	3	8	8	3	8	3	5	14	100.0	Confident
