	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
69	K1C9_HUMAN				62.09190997979053	63.72	49.28	1317.3997145798708	Oxidation of M(M157, M234, M245, M269, M296, M326, M445)	Oxidation of M(7)			Single Protein		K1C9_HUMAN	43	56	56	43	56	43	219	289	100.0	Confident
70	CASB_BOVIN				25.091254045151747	53.13	9.82	1171.9772632388092					Single Protein		CASB_BOVIN	2	6	6	2	6	2	9	13	100.0	Confident
71	A8BYQ2	Serine/threonine-protein phosphatase (A8BYQ2_GIAIC)	GL50803_2053		35.03455160574931	80.07	3.27	63.39331560246287					Single Protein		A8BYQ2	1	3	3	1	3	1	1	3	100.0	Doubtful
72	A8BZ22	EF1_GNE domain-containing protein (A8BZ22_GIAIC)	GL50803_13561		24.742991892923865	85.0	13.64	357.36427913153096	Oxidation of M(M58)	Oxidation of M(1)			Single Protein		A8BZ22	4	6	6	4	6	4	9	11	100.0	Confident
73	A8BI13	Alpha-6 giardin (A8BI13_GIAIC)	GL50803_14551		33.127371260167635	89.9	5.39	117.39502889344975					Single Protein		A8BI13	2	5	5	2	5	2	3	6	100.0	Doubtful
74	A8B820	ANK_REP_REGION domain-containing protein (A8B820_GIAIC)	GL50803_17060		66.19465522107946	86.04	4.33	46.28273041772731					Single Protein		A8B820	2	6	6	2	6	2	3	7	100.0	Confident
75	A8BYU1	H(+)-transporting two-sector ATPase (A8BYU1_GIAIC)	GL50803_7532		71.49178033072369	79.08	3.82	48.06937993752929	Oxidation of M(M336)	Oxidation of M(1)			Single Protein		A8BYU1	2	4	4	2	4	2	2	4	100.0	Doubtful
76	A8B7S7	Protein kinase domain-containing protein (A8B7S7_GIAIC)	GL50803_9196		33.853544780196636	88.55	4.38	99.42867941450926	Oxidation of M(M47)	Oxidation of M(1)			Single Protein		A8B7S7	2	5	5	2	5	2	2	6	100.0	Doubtful
77	A8BZ78	Ribosomal_L18e/L15P domain-containing protein (A8BZ78_GIAIC)	GL50803_16310		17.118176971909982	100.0	8.72	117.00108584347174					Single Protein		A8BZ78	1	5	5	1	5	1	1	6	100.0	Doubtful
78	A8BZ76	Protein kinase domain-containing protein (A8BZ76_GIAIC)	GL50803_22165		39.510122529542386	76.47	7.28	159.644338742466	Oxidation of M(M243)	Oxidation of M(1)			Single Protein		A8BZ76	2	4	4	2	4	2	3	5	100.0	Confident
79	A8BZ84	Ornithine cyclodeaminase (A8BZ84_GIAIC)	GL50803_2452		33.94940158074527	90.33	3.02	58.30488893203106					Single Protein		A8BZ84	1	4	4	1	4	1	1	4	89.65517241379311	Doubtful
80	A0A644F9H9	HATPase_c domain-containing protein (A0A644F9H9_GIAIC)	GL50803_0098054		80.72098849652629	83.66	2.56	20.397615199700414					Related Proteins	A8BBJ7	A0A644F9H9, A8BBJ7	2	6	0	0	0	0	2	7	100.0	Confident
81	A8BRM0	WD_REPEATS_REGION domain-containing protein (A8BRM0_GIAIC)	GL50803_13661		38.39036089830258	40.29	3.43	88.04627167008734					Single Protein		A8BRM0	1	2	2	1	2	1	1	2	100.0	Doubtful
82	A8BS28	ATP-dependent RNA helicase p47, putative (A8BS28_GIAIC)	GL50803_16376		56.91761955569137	89.15	6.4	81.64756006615654					Single Protein		A8BS28	4	9	9	4	9	4	5	12	100.0	Confident
83	A8BS66	Mitogen-activated protein kinase (A8BS66_GIAIC)	GL50803_22850		41.070083343860645	82.5	7.5	88.04627167008734					Single Protein		A8BS66	2	3	3	2	3	2	2	4	100.0	Doubtful
84	A8BRV7	Protein kinase domain-containing protein (A8BRV7_GIAIC)	GL50803_13921		43.08062494620174	76.17	2.85	53.806054909497796					Single Protein		A8BRV7	1	5	5	1	5	1	1	5	93.5483870967742	Doubtful
85	A8BS90	M20_dimer domain-containing protein (A8BS90_GIAIC)	GL50803_8407		55.06817246046047	76.48	2.17	73.71315767728241					Single Protein		A8BS90	1	5	5	1	5	1	3	6	100.0	Doubtful
86	A8BB76	V-type proton ATPase subunit C (A8BB76_GIAIC)	GL50803_87058		55.63131036346714	80.57	7.09	115.67671758060652					Single Protein		A8BB76	3	9	9	3	9	3	4	11	100.0	Confident
87	A0A644F408	Protein kinase domain-containing protein (A0A644F408_GIAIC)	GL50803_0015035		56.296653374183755	66.54	4.72	47.63158959201445					Unrelated Proteins	A8BFY0	A0A644F408, A8BFY0	1	4	4	1	4	1	2	5	93.10344827586206	Doubtful
88	A8BB85	Carbamate kinase (A8BB85_GIAIC)	GL50803_16453		33.85740378734376	81.33	8.86	101.74997154091804	Oxidation of M(M146)	Oxidation of M(1)			Single Protein		A8BB85	2	4	4	2	4	2	2	6	100.0	Doubtful
89	A8BS92	Uncharacterized protein (A8BS92_GIAIC)	GL50803_16266		46.02666830906969	91.09	4.21	47.37272225727524	Oxidation of M(M176, M180)	Oxidation of M(2)			Single Protein		A8BS92	1	28	28	1	28	1	1	37	89.65517241379311	Doubtful
90	A8BRY6	Ribosomal_L30 domain-containing protein (A8BRY6_GIAIC)	GL50803_19436		27.041480978738402	100.0	48.51	259.0843373195543					Single Protein		A8BRY6	15	31	31	15	31	15	18	35	100.0	Confident
91	A8BA81	Uncharacterized protein (A8BA81_GIAIC)	GL50803_40067		54.92699243115397	71.87	2.46	46.36479199648215	Oxidation of M(M18)	Oxidation of M(1)			Single Protein		A8BA81	1	3	3	1	3	1	1	3	100.0	Doubtful
92	A8BR95	High cysteine membrane protein Group 5 (A8BR95_GIAIC)	GL50803_21321		72.72116707715865	72.44	1.78	137.70269976838298					Single Protein		A8BR95	2	14	10	2	14	2	7	23	100.0	Confident
93	A0A644EY22	Axoneme-associated protein GASP-180 (A0A644EY22_GIAIC)	GL50803_0061565		179.16346936944646	86.91	16.66	52.58414042045191	Oxidation of M(M43, M64, M279)	Oxidation of M(3)			Single Protein		A0A644EY22	26	44	0	0	0	0	41	73	99.21259842519686	Confident
94	A8BA94	Uncharacterized protein (A8BA94_GIAIC)	GL50803_17577		120.14889386814986	67.94	1.21	0.0	Oxidation of M(M650)	Oxidation of M(1)			Single Protein		A8BA94	1	9	9	1	9	1	0	12	94.5945945945946	Doubtful
95	A0A644EY11	Ankyrin repeat protein 3 (A0A644EY11_GIAIC)	GL50803_0061564		205.14148800148797	91.81	4.48	11.879496961279242	Oxidation of M(M821)	Oxidation of M(1)			Single Protein		A0A644EY11	4	19	19	4	19	4	4	19	100.0	Confident
96	A0A644FAD8	Ribosome assembly factor mrt4 (A0A644FAD8_GIAIC)	GL50803_0013412		27.23909943768859	77.18	5.81	36.1683854578367					Related Proteins	A8BN05	A0A644FAD8, A8BN05	1	5	0	0	5	1	1	5	100.0	Doubtful
97	A8BAA3	Uncharacterized protein (A8BAA3_GIAIC)	GL50803_94463		53.35583578017722	84.58	23.13	174.69352768086654	Oxidation of M(M244, M262, M321, M376)	Oxidation of M(4)			Single Protein		A8BAA3	9	13	13	9	13	9	12	17	100.0	Confident
98	A8BRD3	Uncharacterized protein (A8BRD3_GIAIC)	GL50803_4692		26.82601537363841	74.9	3.77	85.03981361305995					Single Protein		A8BRD3	1	3	3	1	3	1	1	3	100.0	Doubtful
99	A8BAF5	Coiled-coil protein (A8BAF5_GIAIC)	GL50803_17249		190.40386809952702	96.84	5.67	36.27881856652672	Oxidation of M(M1491)	Oxidation of M(1)			Single Protein		A8BAF5	7	37	37	7	37	7	11	52	100.0	Confident
100	A8BRI9	IU_nuc_hydro domain-containing protein (A8BRI9_GIAIC)	GL50803_13272		40.38501423795893	52.59	4.36	105.86940358710905	Oxidation of M(M358)	Oxidation of M(1)			Single Protein		A8BRI9	2	5	5	2	5	2	2	5	100.0	Confident
101	A8BAG8	ANK_REP_REGION domain-containing protein (A8BAG8_GIAIC)	GL50803_102813		36.9654354153169	91.84	7.87	76.23831686885111					Single Protein		A8BAG8	2	8	7	2	8	2	3	10	99.19678714859438	Doubtful
102	A8BSN8	Protein kinase domain-containing protein (A8BSN8_GIAIC)	GL50803_6680		38.78180420460052	79.94	4.87	62.48445086264262					Single Protein		A8BSN8	1	2	2	1	2	1	1	2	100.0	Doubtful
103	A8B8Y7	Protein kinase domain-containing protein (A8B8Y7_GIAIC)	GL50803_101534		31.393622379183594	90.18	4.56	8.738426962745509					Related and Unrelated Proteins	A0A644F1Q1, A0A644F7H4, A8B8R5, A8BAP8, A8BB19, A8BG57, A8BHV5, A8BHY7, A8BN42, A8BRR0, A8BWR9	A0A644F1Q1, A0A644F7H4, A8B8R5, A8B8Y7, A8BAP8, A8BB19, A8BG57, A8BHV5, A8BHY7, A8BN42, A8BRR0, A8BWR9	1	1	0	0	1	1	1	1	100.0	Doubtful
104	A8BSP4	Glyceraldehyde-3-phosphate dehydrogenase (A8BSP4_GIAIC)	GL50803_6687		36.31213867354564	75.3	5.65	181.5954353195551					Single Protein		A8BSP4	2	8	8	2	8	2	4	12	100.0	Confident
105	A8BBT5	Axoneme-associated protein GASP-180 (A8BBT5_GIAIC)	GL50803_16745		115.8968255063574	88.55	1.06	17.91691859267964					Single Protein		A8BBT5	1	15	15	1	15	1	2	17	100.0	Doubtful
106	A8BC51	Coiled-coil protein (A8BC51_GIAIC)	GL50803_11867		47.81212642262143	100.0	2.76	43.801914046927855					Single Protein		A8BC51	1	9	9	1	9	1	1	10	100.0	Doubtful
107	A8BBW8	ANK_REP_REGION domain-containing protein (A8BBW8_GIAIC)	GL50803_33660		103.90305830858402	92.51	0.96	20.177270591061678					Single Protein		A8BBW8	1	5	5	1	5	1	1	5	100.0	Doubtful
108	A8BBW7	Pept_C1 domain-containing protein (A8BBW7_GIAIC)	GL50803_16468		33.92927284915475	64.92	2.62	77.13788402954553					Single Protein		A8BBW7	1	4	4	1	4	1	1	4	93.75	Doubtful
109	A8BT96	Uncharacterized protein (A8BT96_GIAIC)	GL50803_6366		22.371351200567815	66.34	5.45	106.95191282624104					Single Protein		A8BT96	1	1	1	1	1	1	1	1	94.5945945945946	Doubtful
110	A8BBZ5	Proteasome endopeptidase complex (A8BBZ5_GIAIC)	GL50803_11434		27.433433114029224	74.8	4.8	80.70908236424671					Single Protein		A8BBZ5	1	2	2	1	2	1	1	2	100.0	Doubtful
111	A8BRZ3	Ribosomal protein L3 (A8BRZ3_GIAIC)	GL50803_16525		42.61500303772079	100.0	29.55	246.23585185442758	Oxidation of M(M134, M270, M284, M323)	Oxidation of M(4)			Single Protein		A8BRZ3	12	23	23	12	23	12	15	31	100.0	Confident
112	A0A644FB74	Ribosomal protein L10a (A0A644FB74_GIAIC)	GL50803_001345		24.57540540521956	100.0	41.47	318.32002135892174	Oxidation of M(M210)	Oxidation of M(1)			Related Proteins	E2RU33	A0A644FB74, E2RU33	10	13	13	10	13	10	13	16	100.0	Confident
113	A0A644F5X5	Ankyrin repeat protein 1 (A0A644F5X5_GIAIC)	GL50803_0040014		177.8376465850923	73.59	0.93	7.023836337903823					Unrelated Proteins	A8BMJ6	A0A644F5X5, A8BMJ6	1	6	0	0	6	1	1	6	100.0	Doubtful
